Doculect,Concept,Segments
muin1242,DIRTY,"['m', 'ɨ', 'ʔ', 'ɨ', 'n', 'i', 'β', 'a', 'n', 'o']"
muin1242,ROTTEN,"['t', 'u', 'u', 'k', 'ɨ', 'n', 'o']"
muin1242,ROTTEN,"['n', 'u', 'k', 'u', 'k', 'uː', 'n', 'o']"
muin1242,SMOOTH,"['p', 'a', 'rʲ', 'ɨ', 'ɨ', 'k', 'ɨ', 'n', 'o']"
muin1242,SMOOTH,"['m', 'o', 'o', 'β', 'a', 'n', 'o']"
muin1242,SMOOTH,"['r', 'ɨ', 'r', 'ɨ', 'k', 'u', 'n', 'o']"
muin1242,STRAIGHT,"['s', 'a', 't', 'ɨ', 'k', 'o', 'β', 'o']"
muin1242,STRAIGHT,"['t', 'ɨ', 'k', 'o', 'β', 'o', 'n', 'o']"
muin1242,CORRECT (RIGHT),"['t', 'ɨ', 'k', 'o', 'β', 'o', 'b', 'o']"
muin1242,CORRECT (RIGHT),"['m', 'i', 'j', 'a', 'a', 'n', 'o']"
muin1242,LEFT,"['n', 'a', 'n', 'i', 'ʔ', 'ɨ', 'g', 'o']"
muin1242,RIGHT,"['i', 'm', 'i', 'j', 'a', 'n', 'a', 'g', 'o', 'n', 'o']"
muin1242,PULL,"['g', 'i', 'i', 'j', 'ɨ', 'k', 'ɨ', 'ʔ', 'i']"
muin1242,PULL,"['g', 'i', 'k', 'ɨ', 'ʔ', 'i']"
muin1242,PUSH,"['g', 'a', 't', 'ɨ', 'x', 'e', 'r', 'u', 'ʔ', 'i']"
muin1242,PUSH,"['k', 'a', 'b', 'u', 'j', 'aː', 'k', 'u', 'ʔ', 'i']"
muin1242,PUSH,"['k', 'a', 'ɲ', 'a', 'a', 'k', 'u', 'ʔ', 'i']"
muin1242,PUSH,"['tʃ', 'i', 'm', 'u', 'k', 'u', 'ʔ', 'i']"
muin1242,SPLIT,"['g', 'a', 'dʒ', 'e', 'r', 'e', 'k', 'u', 'ʔ', 'i']"
muin1242,DIG,"['s', 'e', 'e', 'd', 'i', 'ʔ', 'i']"
muin1242,TIE,"['s', 'i', 's', 'ɨ', 'ʔ', 'i']"
muin1242,TIE,"['d', 'u', 'x', 'e', 'n', 'e', 'ʔ', 'i']"
muin1242,SEW,"['ɸ', 'a', 'dʒ', 'u', 'u', 'ʔ', 'i']"
muin1242,FALL,"['a', 'k', 'e', 't', 'e', 'ʔ', 'i']"
muin1242,FALL,"['a', 'i', 'ɸ', 'e', 'ʔ', 'i']"
muin1242,SWELL,"['x', 'u', 'u', 'r', 'i', 'ʔ', 'i']"
muin1242,THINK,"['e', 's', 'a', 'm', 'a', 'a', 'i', 'ʔ', 'i']"
muin1242,SING,"['m', 'a', 's', 'i', 'β', 'a', 'ʔ', 'i']"
muin1242,SMELL (PERCEIVE),"['x', 'ɨ', 'g', 'i', 'k', 'u', 'ʔ', 'i']"
muin1242,SMELL (PERCEIVE),"['u', 's', 'u', 'ʔ', 'i']"
muin1242,SMELL (PERCEIVE),"['n', 'ɨ', 'n', 'ɨ', 'ɨ', 'k', 'ɨ', 'ʔ', 'i']"
muin1242,VOMIT,"['i', 'g', 'i', 'b', 'a', 'm', 'a', 'a', 'i', 'ʔ', 'i']"
muin1242,SUCK,"['g', 'e', 'e', 'n', 'e', 'ʔ', 'i']"
muin1242,BLOW (OF WIND),"['e', 'b', 'a', 's', 'u', 'ʔ', 'i']"
muin1242,BLOW (OF WIND),"['b', 'u', 'u', 's', 'u', 'ʔ', 'i']"
muin1242,BLOW (OF WIND),"['g', 'i', 's', 'ɨ', 'ʔ', 'i']"
muin1242,BLOW (OF WIND),"['ɸ', 'u', 'u', 'n', 'ɨ', 'ʔ', 'i']"
muin1242,BLOW (OF WIND),"['g', 'i', 'b', 'u', 'ʔ', 'i']"
muin1242,FEAR (BE AFRAID),"['i', 'g', 'i', 'ʔ', 'i']"
muin1242,FEAR (BE AFRAID),"['ɲ', 'ɨ', 'ʔ', 'i', 'k', 'u', 'ʔ', 'i']"
muin1242,SQUEEZE,"['m', 'a', 'a', 'm', 'ɨ', 'ʔ', 'i']"
muin1242,SQUEEZE,"['a', 'a', 'm', 'ɨ', 's', 'u', 'ʔ', 'i']"
muin1242,HOLD,"['i', 'k', 'a', 'ʔ', 'i']"
muin1242,DUST,"['g', 'i', 'i', 'x', 'ɨ']"
muin1242,BE ALIVE,"['b', 'u', 'ʔ', 'e', 'e', 'n', 'o']"
muin1242,ROPE,"['g', 'a', 'a', 'i', 'b', 'a', 'ɨ']"
muin1242,ROPE,"['d', 'u', 'u', 'x', 'e', 'j', 'ɨ']"
muin1242,SNAKE,"['x', 'i', 'i', 'n', 'i', 'm', 'o']"
muin1242,SNAKE,"['i', 't', 'ɨ']"
agua1253,ALL,"['a', 'ʃ', 'i']"
agua1253,ANIMAL,"['k', 'u', 'n', 't', 'i', 'n']"
agua1253,ASH,"['j', 'u', 'k', 'u']"
agua1253,BACK,"['t', 'u', 'n', 't', 'u', 'p']"
agua1253,BAD,"['k', 'a', 'ts', 'ɨ', 'k']"
agua1253,BARK,"['s', 'a', 'ɨ', 'p', 'ɨ']"
agua1253,BECAUSE,"['w', 'a', 'g', 'k', 'a', 'p', 'a']"
agua1253,BELLY,"['t', 'a', 'n', 't', 'a', 'n']"
agua1253,BIG,"['m', 'uː', 'n']"
agua1253,BIRD,"['p', 'i', 'ʃ', 'a', 'k']"
agua1253,BITE,"['ɨ', 's', 'a', 't']"
agua1253,BLACK,"['b', 'u', 'k', 'u', 's', 'ɨ', 'a']"
agua1253,BLOOD,"['n', 'u', 'm', 'p', 'a']"
agua1253,BLOW (OF WIND),"['u', 'm', 'p', 'uː', 't']"
agua1253,BLUNT,"['s', 'u', 'j', 'u', 'h', 'u']"
agua1253,BONE,"['u', 'k', 'u', 'n', 'tʃ']"
agua1253,BREATHE,"['m', 'a', 'j', 'a', 't', 'u', 't']"
agua1253,CLOUD,"['j', 'u', 'h', 'a', 'g', 'k', 'i', 'm']"
agua1253,COME,"['m', 'i', 'n', 'i', 't']"
agua1253,CORRECT (RIGHT),"['b', 'ɨ', 't', 'ɨ', 'k']"
agua1253,DAY (NOT NIGHT),"['ts', 'a', 'w', 'a', 'n']"
agua1253,DIE,"['h', 'a', 'k', 'a', 'u']"
agua1253,DIRTY,"['ts', 'u', 'w', 'a', 't']"
agua1253,DOG,"['j', 'a', 'w', 'a']"
agua1253,DRINK,"['u', 'm', 'u', 't']"
agua1253,DRY,"['b', 'u', 'k', 'u']"
agua1253,DUST,"['j', 'u', 'k', 'uː', 'k', 'u', 'n', 't', 'u']"
agua1253,EAR,"['k', 'u', 'w', 'i', 'ʃ']"
agua1253,EARTH (SOIL),"['n', 'u', 'g', 'k', 'a']"
agua1253,EAT,"['j', 'u', 'w', 'a', 'm', 'u']"
agua1253,EGG,"['n', 'u', 'h', 'i', 'n']"
agua1253,EYE,"['h', 'iː']"
agua1253,FALL,"['i', 'j', 'a', 'u', 't']"
agua1253,FAR,"['a', 't', 'u', 'ʃ', 'a', 't']"
agua1253,FEATHER,"['u', 'h', 'ɨ']"
agua1253,FEW,"['u', 'h', 'u', 'm', 'a', 'k']"
agua1253,FIRE,"['h', 'iː', '+', 'k', 'ɨː', 'k', 'u']"
agua1253,FISH,"['n', 'a', 'm', 'a', 'k']"
agua1253,FIVE,"['u', 'w', 'ɨ', 'h', 'a', '+', 'a', 'm', 'u', 'a']"
agua1253,FLOWER,"['j', 'a', 'g', 'k', 'u', 'g']"
agua1253,FLY (MOVE THROUGH AIR),"['k', 'aː', 'p']"
agua1253,FOOT,"['d', 'a', 'w', 'ɨ']"
agua1253,FOUR,"['i', 'p', 'a', 'k', '+', 'u', 's', 'u', 'm', 'a', 't']"
agua1253,GIVE,"['s', 'u', 'w', 'a', 'm', 'u']"
agua1253,GOOD,"['p', 'ɨ', 'g', 'k', 'ɨ', 'g']"
agua1253,GRASS,"['d', 'u', 'p', 'a']"
agua1253,FAT (ORGANIC SUBSTANCE),"['w', 'i', 'j', 'a']"
agua1253,GREEN,"['s', 'a', 'm', 'ɨ', 'k', 'b', 'a', 'u']"
agua1253,HAIR,"['i', 'n', 't', 'a', 'ʃ']"
agua1253,HAND,"['u', 'w', 'ɨ', 'h']"
agua1253,HEAD,"['b', 'uː', 'k']"
agua1253,HEAR,"['a', 'n', 't', 'u', 't']"
agua1253,HEART,"['a', 'n', 'ɨ', 'n', 't', 'a', 'i']"
agua1253,HEAVY,"['k', 'i', 'h', 'i', 'n']"
agua1253,HERE,"['j', 'u', 'i']"
agua1253,HIT,"['a', 'w', 'a', 't', 'u', 't']"
agua1253,HOW,"['w', 'a', 'h', 'u', 'k']"
agua1253,I,"['w', 'i']"
agua1253,IF,"['ɨ', 'ʔ', 'ɨ']"
agua1253,IN,"['i', 'n', 'i', 't', 'a', 'k']"
agua1253,KILL,"['m', 'a', 'u', 't']"
agua1253,LAUGH,"['d', 'u', 'ʃ', 'i', 'a', 'm', 'u']"
agua1253,LEAF,"['d', 'u', 'k', 'a']"
agua1253,LEFT,"['m', 'ɨ', 'n', 'a']"
agua1253,BE ALIVE,"['p', 'u', 'h', 'u', 't']"
agua1253,LIVER,"['a', 'k', 'a', 'p']"
agua1253,LONG,"['ɨ', 's', 'a', 'h', 'a', 'm']"
agua1253,LOUSE,"['t', 'ɨ', 'm', 'a']"
agua1253,MANY,"['k', 'u', 'a', 'ʃ', 'a', 't']"
agua1253,MOUNTAIN,"['n', 'a', 'i', 'n']"
agua1253,MOUTH,"['w', 'ɨ', 'n', 'u']"
agua1253,NAME,"['d', 'aː', 'h', 'i']"
agua1253,NARROW,"['ts', 'ɨ', 'h', 'ɨ', 'g']"
agua1253,NEAR,"['t', 'i', 'k', 'i', 'h', 'u']"
agua1253,NECK,"['s', 'u', 'w', 'ɨ']"
agua1253,NEW,"['j', 'a', 'm', 'a', 'h', 'a', 'm']"
agua1253,NIGHT,"['k', 'a', 'ʃ', 'i']"
agua1253,NOSE,"['n', 'u', 'h', 'i']"
agua1253,NOT,"['a', 'ts', 'a']"
agua1253,ONE,"['m', 'a', 'k', 'i', 'tʃ', 'i', 'k']"
agua1253,OTHER,"['t', 'i', 'k', 'i', 'tʃ']"
agua1253,PERSON,"['a', 'ɨ', 'n', 'ts']"
agua1253,RED,"['k', 'a', 'p', 'a', 'n', 't', 'u']"
agua1253,RIGHT,"['u', 'n', 'ts', 'u', 'g']"
agua1253,RIVER,"['n', 'a', 'm', 'a', 'k']"
agua1253,ROOT,"['k', 'a', 'g', 'k', 'a', 'p', 'ɨ']"
agua1253,ROPE,"['w', 'a', 's', 'a', 'k', 'ɨ', 'a']"
agua1253,ROTTEN,"['k', 'a', 'u', 'h', 'u']"
agua1253,SAND,"['k', 'aː', 'm', 'a', 't', 'a', 'k']"
agua1253,SAY,"['ɨ', 'tʃ', 'ɨ', 'h', 'u', 't']"
agua1253,SEA,"['n', 'a', 'j', 'a', 'n', 'ts']"
agua1253,SEE,"['w', 'a', 'i', 'n', 'a', 't']"
agua1253,SEED,"['a', 'h', 'a', 'k', 'ɨ']"
agua1253,SHARP,"['ɨ', 'ts', 'a', 'k', 'a', 'm', 'u']"
agua1253,SHORT,"['s', 'u', 't', 'a', 'g']"
agua1253,SIT,"['ɨ', 'k', 'ɨ', 'm', 'a', 't']"
agua1253,SKY,"['n', 'a', 'j', 'a', 'i', 'm']"
agua1253,SLEEP,"['k', 'a', 'n', 'u', 't']"
agua1253,SMALL,"['p', 'iː', 'p', 'i', 'tʃ']"
agua1253,SMOKE (EXHAUST),"['ts', 'aː', 'g', '+', 'b', 'u', 'k', 'u', 'i', 't', 'i', 'm', 'u']"
agua1253,SMOOTH,"['tʃ', 'u', 'w', 'i', 'n']"
agua1253,SOME,"['m', 'a', 'tʃ', 'i', 'k', 'i', 'u', 'tʃ']"
agua1253,SPIT,"['u', 's', 'u', 'k', 'i', 't']"
agua1253,STAND,"['w', 'a', 'h', 'a', 'm', 'u']"
agua1253,STAR,"['j', 'a', 'j', 'a']"
agua1253,STONE,"['k', 'a', 'j', 'a']"
agua1253,STRAIGHT,"['t', 'u', 't', 'u', 'p', 'i', 't']"
agua1253,SUCK,"['b', 'u', 'k', 'u', 'n', 'a', 't']"
agua1253,SUN,"['ɨ', 'ts', 'a']"
agua1253,SWIM,"['j', 'u', 'k', 'u', 'm', 'a', 't']"
agua1253,TAIL,"['u', 'h', 'u', 'k', 'ɨ']"
agua1253,THAT,"['a', 'n', 'u']"
agua1253,THERE,"['a', 'n', 'u', 'i']"
agua1253,THEY,"['d', 'i', 't', 'a']"
agua1253,THICK,"['k', 'a', 'm', 'p', 'u', 'h', 'a', 'm']"
agua1253,THIN,"['ts', 'ɨ', 'h', 'ɨ', 'g']"
agua1253,THINK,"['a', 'n', 'ɨ', 'n', 't', 'a', 'i', 'm', 'a', 't']"
agua1253,THIS,"['j', 'uː']"
agua1253,THREE,"['k', 'a', 'm', 'p', 'a', 't', 'u', 'm']"
agua1253,TIE,"['h', 'i', 'g', 'k', 'a', 't']"
agua1253,TONGUE,"['i', 'd', 'a', 'i']"
agua1253,TOOTH,"['d', 'a', 'i']"
agua1253,TREE,"['n', 'u', 'm', 'i']"
agua1253,TWO,"['h', 'i', 'm', 'a', 'g']"
agua1253,VOMIT,"['i', 'm', 'u', 't']"
agua1253,WATER,"['j', 'u', 'm', 'i']"
agua1253,WET,"['tʃ', 'u', 'p', 'i', 'h', 'u']"
agua1253,WHAT,"['w', 'a', 'h', 'i']"
agua1253,WHEN,"['w', 'a', 'h', 'u', 't', 'i']"
agua1253,WHERE,"['t', 'u', 'w', 'i']"
agua1253,WHITE,"['p', 'u', 'h', 'u']"
agua1253,WHO,"['j', 'a']"
agua1253,WIDE,"['w', 'a', 'g', 'k', 'a', 'h', 'a', 'm']"
agua1253,WING,"['n', 'a', 'n', 'a', 'p', 'ɨ']"
agua1253,WIND,"['d', 'a', 's', 'ɨ']"
agua1253,WOMAN,"['n', 'u', 'w', 'a']"
agua1253,YEAR,"['m', 'i', 'h', 'a', 'n']"
agua1253,YELLOW,"['ʃ', 'u', 'ʃ', 'u', 'i']"
agua1253,YOU,"['h', 'u', 't', 'i']"
agua1253,THOU,"['a', 'm', 'ɨ']"
arab1268,ALL,"['p', 'u', 'e', 't', 'u', 'n', 'u', 'j̃', 'u', 'a', 'n', 'aː']"
arab1268,ANIMAL,"['k', 'a', 's', 'aː']"
arab1268,ASH,"['j̃', 'u', 'a', 'k', 'a']"
arab1268,BAD,"['s', 'e', 's', 'aː', 'k', 'a']"
arab1268,BARK,"['n', 'aː', 'n', 'a', '+', 'k', 'o']"
arab1268,BELLY,"['s', 'a', 'ɾ', 'a', 'k', 'a']"
arab1268,BIG,"['p', 'u', 'e', 'ɾ', 'eː', 't', 'uː', 'k', 'a']"
arab1268,BIRD,"['ʃ', 'i', 'j', 'o', 'j̃', 'u', 'a']"
arab1268,BITE,"['s', 'aː', 'n', 'i', 'u']"
arab1268,BLACK,"['m', 'u', 'e', 'ɾ', 'uː', 'k', 'a']"
arab1268,BLOOD,"['n', 'a', 'n', 'a', 'k', 'a']"
arab1268,BLOW (OF WIND),"['n', 'oː', 'n', 'i', 'u']"
arab1268,BLUNT,"['kʷ', 's', 'e', 'k', 'a', 'j̃', 'a']"
arab1268,BONE,"['n', 'u', 'kʷ']"
arab1268,BREATHE,"['ɾ', 'i', 'n', 'i', 'u']"
arab1268,CLOUD,"['n', 'a', 'j̃', 'a', 'k', 'a']"
arab1268,COME,"['n', 'i', 'n', 'i', 'u']"
arab1268,CORRECT (RIGHT),"['m', 'a', 'n', 'i', 'n', 'i', 'a']"
arab1268,DAY (NOT NIGHT),"['j̃', 'uː', 'k', 'a']"
arab1268,DIE,"['kʷ', 's', 'o', 'n', 'u']"
arab1268,DIRTY,"['k', 'w', 'ɾ', 'iː', 't', 'uː', 'k', 'a']"
arab1268,DOG,"['s', 'a', 'ɾ', 'e']"
arab1268,DRINK,"['ɾ', 'a', 't', 'u', 'n', 'u']"
arab1268,DRY,"['j̃', 'oː', 'j̃', 'eː', 'k', 'a']"
arab1268,DUST,"['j̃', 'aː', 'k', 'w', 'i', 'a']"
arab1268,EAR,"['n', 'u', 'm', 'o', 'k', 'o']"
arab1268,EARTH (SOIL),"['j̃', 'i', 'j', 'a']"
arab1268,EAT,"['m', 'i', 'a', 'k', 'w', 'e', 'n', 'u']"
arab1268,EGG,"['ɾ', 'i', 'u', 'ɾ', 'i', 'u', 'k', 'w', 'i', 'u']"
arab1268,EYE,"['n', 'a', 'm', 'i', 'j̃', 'i', 'a']"
arab1268,FALL,"['t', 'i']"
arab1268,FAR,"['t', 'u', 'k', 'w', 'a', 'k', 'aː', 'n', 'u']"
arab1268,FEATHER,"['k', 'a', 'j̃', 'a', 's', 'u']"
arab1268,FEW,"['ʃ', 'iː', 't', 'i', 'a', 'n', 'i', 'j', 'o', 'j̃', 'u', 'a']"
arab1268,FIRE,"['m', 'a', 'n', 'i']"
arab1268,FISH,"['s', 'a', 'p', 'i', 't', 'i', 'aː', 'j̃', 'a']"
arab1268,FLOWER,"['ʃ', 'uː']"
arab1268,FLY (MOVE THROUGH AIR),"['n', 'e', 'ɾ', 'o', 'j̃', 'u', 'a']"
arab1268,FOOT,"['n', 'i', 'o', 'w', 'a', 'k', 'a']"
arab1268,FOUR,"['s', 'aː', '+', 'k', 'a', 'k', 'w', 'eː', 't', 'a', 'k', 'a', 'j̃', 'a']"
arab1268,GIVE,"['n', 'i', 'k', 'w', 'i', 't', 'i', 'o', 'n', 'u']"
arab1268,GOOD,"['m', 'a', 'n', 'i', 'n', 'i', 'a']"
arab1268,GRASS,"['j̃', 'i', 'j', 'a', 's', 'o', 'k', 'w', 'a']"
arab1268,FAT (ORGANIC SUBSTANCE),"['k', 'a', 'ɾ', 'aː', 'k', 'a']"
arab1268,GREEN,"['n', 'eː', 'ɾ', 'uː', 'k', 'a']"
arab1268,HAIR,"['m', 'u', 'e', 's', 'u']"
arab1268,HAND,"['j̃', 'u', 'aː', 'ʃ', 'i', 'k', 'w', 'i', 'a']"
arab1268,HEAD,"['n', 'a', 'k', 'a']"
arab1268,HEAR,"['t', 'o', 'j̃', 'i', 'n', 'i', 'u']"
arab1268,HEART,"['j̃', 'i', 'uː', 'j̃', 'i', 'a', 't', 'e', 'n', 'u']"
arab1268,HEAVY,"['n', 'iː', 'k', 'w', 'i', 'a']"
arab1268,HERE,"['n', 'i', 'j', 'a']"
arab1268,HIT,"['p', 'i']"
arab1268,HOW,"['j̃', 'i', 'j', 'a', 'n', 'o']"
arab1268,I,"['k', 'w', 'a']"
arab1268,IF,"['m', 'aː', 'ɾ', 'a', 'j̃', 'a']"
arab1268,IN,"['k', 'o']"
arab1268,KILL,"['m', 'o', 'n', 'u']"
arab1268,LAUGH,"['s', 'o', 'ɾ', 'e', 'k', 'w', 'e', 'n', 'u']"
arab1268,LEAF,"['j̃', 'aː', 'm', 'a', 's', 'u']"
arab1268,LEFT,"['m', 'u', 'e', 'n', 'e', 'k', 'a', 'ɾ', 'a']"
arab1268,BE ALIVE,"['k', 'w', 'i', 'n', 'i', 'u']"
arab1268,LIVER,"['k', 'o', 'w', 'a', 'j̃', 'a']"
arab1268,LONG,"['t', 'u', 'k', 'w', 'a', 's', 'u']"
arab1268,LOUSE,"['s', 'u', 'k', 'w', 'a', 'n', 'a', 'j̃', 'a']"
arab1268,MANY,"['k', 'w', 'e', 'ɾ', 'aː', 't', 'i', 'a']"
arab1268,MOUTH,"['ɾ', 'u', 'p', 'aː']"
arab1268,NAME,"['s', 'e', 's', 'a']"
arab1268,NARROW,"['s', 'aː', 't', 'i', 'u']"
arab1268,NEAR,"['s', 'e', 'j', 'a', 'ɾ', 'a', 'k', 'o']"
arab1268,NECK,"['ɾ', 'i', 'k', 'w', 'i', 'a']"
arab1268,NEW,"['k', 'w', 'i', 'a', 'ɾ', 'i', 'n', 'i', 'o']"
arab1268,NIGHT,"['n', 'i', 'u', 'k', 'w', 'a']"
arab1268,NOSE,"['n', 'a', 'j̃', 'a', 'k', 'w', 'a']"
arab1268,NOT,"['m', 'a', 'j̃', 'a']"
arab1268,ONE,"['n', 'i', 'k', 'iː', 'ɾ', 'i', 'j', 'a', 't', 'u']"
arab1268,OTHER,"['t', 'a', 'm', 'a']"
arab1268,PERSON,"['p', 'u', 'e', 'j', 'a', 'n', 'o']"
arab1268,RED,"['n', 'aː', 't', 'uː', 'k', 'a']"
arab1268,RIGHT,"['m', 'i', 'a', 'k', 'w', 'e', 't', 'a', 'j̃', 'a']"
arab1268,RIVER,"['m', 'oː']"
arab1268,ROOT,"['n', 'u', 'j̃', 'u', 'a']"
arab1268,ROPE,"['p', 'o', 'ʃ', 'i', 'j', 'o', 'k', 'w', 'a']"
arab1268,ROTTEN,"['m', 'o', 'k', 'w', 'eː', 'k', 'a']"
arab1268,SAND,"['j̃', 'aː', 'k', 'w', 'i', 'a']"
arab1268,SAY,"['s', 'e', 'k', 'w', 'e', 'n', 'u']"
arab1268,SEA,"['p', 'u', 'e', 'ɾ', 'eː', 't', 'uː', 'k', 'a', '+', 'ʃ', 'o', 'n', 'i', 'n', 'i', 'a', 'k', 'w', '+', 'k', 'a', 'm', 'i', 'n', 'i', 'a']"
arab1268,SEE,"['n', 'i', 'k', 'w', 'i', 'n', 'i', 'u']"
arab1268,SEED,"['j̃', 'a', 'j̃', 'a', 'u']"
arab1268,SHARP,"['ɾ', 'a', 'k', 'o', 't', 'a', 's', 'a', 'n', 'o']"
arab1268,SHORT,"['p', 'o', 'ʃ', 'i', 'ɾ', 'i', 'j', 'a', 't', 'u']"
arab1268,SIT,"['k', 'a', 'j̃', 'i', 'n', 'i', 'u']"
arab1268,SKY,"['k', 'i', 'j', 'a', '+', 'k', 'a', 'j̃', 'i', 'n', 'i', 'o', 'k', 'w', 'a']"
arab1268,SLEEP,"['m', 'a', 'k', 'w', 'e', 'n', 'u']"
arab1268,SMALL,"['s', 'e', 'k', 'aː']"
arab1268,SMOKE (EXHAUST),"['n', 'a', 'j̃', 'a', 'k', 'a']"
arab1268,SMOOTH,"['j̃', 'uː', 's', 'u', 'k', 'w', 'a']"
arab1268,SOME,"['t', 'a', 'm', 'o', 'n', 'u']"
arab1268,SPIT,"['ɾ', 'i', 'o', 'k', 'o', 'n', 'u']"
arab1268,STAR,"['ɾ', 'i', 'j̃', 'i', 'a']"
arab1268,STONE,"['s', 'aː', 'j̃', 'i', 'a']"
arab1268,STRAIGHT,"['j̃', 'a', 'k', 'a', 'n', 'a', 'n', 'a', 'j̃', 'a']"
arab1268,SUCK,"['m', 'o', 'n', 'i', 'j', 'a', 'k', 'o', 'n', 'u']"
arab1268,SUN,"['p', 'a', 'n', 'a', 'n', 'u']"
arab1268,SWIM,"['k', 'w', 'a', 'n', 'u']"
arab1268,TAIL,"['p', 'i', 't', 'i', 'u']"
arab1268,THAT,"['k', 'w', 'n', 'o']"
arab1268,THERE,"['k', 'w', 'n', 'i', 'k', 'w', 'i']"
arab1268,THEY,"['n', 'a']"
arab1268,THICK,"['p', 'u', 'e', 'ɾ', 'eː', 't', 'uː', 'k', 'a']"
arab1268,THIN,"['m', 'a', 's', 'e', 'j', 'o', 'k', 'w', 'a']"
arab1268,THINK,"['n', 'iː', 'ʃ', 'i', 'ɾ', 'i', 'o', 'j̃', 'o', 'n', 'u']"
arab1268,THIS,"['n', 'i', 'o']"
arab1268,THREE,"['j̃', 'i', 'uː', 'j̃', 'i', 'a', 'n', 'a', 'ɾ', 'a', 'k', 'a']"
arab1268,TIE,"['m', 'o', 'ɾ', 'o', 'n', 'u']"
arab1268,TONGUE,"['n', 'i', 't', 'i']"
arab1268,TOOTH,"['k', 'w', 'i', 'a', 'j̃', 'a']"
arab1268,TREE,"['n', 'aː', 'n', 'a']"
arab1268,TWO,"['k', 'aː', 'p', 'i', 'k', 'w', 'i']"
arab1268,VOMIT,"['m', 'a', 'k', 'aː', 'n', 'i', 'u']"
arab1268,WATER,"['m', 'o', 'w', 'a', 'k', 'a']"
arab1268,WET,"['p', 'i', 'k', 'w', 'iː', 'k', 'w', 'i', 'a']"
arab1268,WHAT,"['k', 'a', 's', 'aː']"
arab1268,WHEN,"['k', 'a', 'ɾ', 'i']"
arab1268,WHERE,"['t', 'eː']"
arab1268,WHITE,"['k', 'o', 'w', 'a', 'j̃', 'a']"
arab1268,WHO,"['k', 'a', 'n', 'a']"
arab1268,WIDE,"['k', 'w', 'e', 'ɾ', 'o', 'n', 'u']"
arab1268,WING,"['n', 'e', 's', 'u']"
arab1268,WIND,"['p', 'a', 'ɾ', 'a', 't', 'u']"
arab1268,WOMAN,"['m', 'aː', 'j̃', 'i']"
arab1268,YEAR,"['m', 'a', 'ɾ', 'i', 'j̃', 'i', 'a']"
arab1268,YELLOW,"['p', 'o', 'k', 'o', 'n', 'a', 'k', 'w', 'e']"
arab1268,YOU,"['n', 'i', 'a']"
arab1268,THOU,"['k', 'w', 'i', 'a']"
cand1248,ALL,"['i', 'tʃ', 'i', 'ŋ', 'k', 'o', 'ɾ', 'o']"
cand1248,ASH,"['p', 'o', 'ʂ', 'a', 'tʃ', 'i']"
cand1248,BACK,"['k', 'oː', 'ʃ', 'i', 'tʃ']"
cand1248,BAD,"['j', 'oː', 't', 'a', 'ɾ', 'iː', 't', 'a']"
cand1248,BARK,"['k', 'o', 'ɾ', 'o', 't', 'a', 'n', 'a', 'ʂ', 'i']"
cand1248,BELLY,"['t', 'i', 'n', 't', 'i', 'ɾ', 'a', 'n', 'tʃ', 'i', 'tʃ']"
cand1248,BIG,"['k', 'a', 'p', 'o', 'ŋ', 'k', 'o']"
cand1248,BITE,"['k', 'a', 'p', 'o', 'ʈʂ', 'o', 'm', 'aː', 'm', 'a']"
cand1248,BLACK,"['k', 'a', 'n', 'ts', 'i', 'a', 'ɾ', 'p', 'i']"
cand1248,BLOOD,"['k', 'o', 'ɾ', 'aː', 's', 'i']"
cand1248,BLOW (OF WIND),"['t', 'a', 'p', 'oː', 'sː', 'a', 'm', 'aː', 'm', 'a']"
cand1248,BONE,"['n', 'a', 'p', 'i', 'tʃ']"
cand1248,BREATHE,"['k', 'a', 'n', 'oː', 's', 'a', 'm', 'aː', 'm', 'a']"
cand1248,COME,"['n', 'a', 'n', 't', 'a', 'ɾ', 'a', 'ŋ', 'k', 'i', 'tʃ']"
cand1248,DAY (NOT NIGHT),"['ʂ', 'aː', 'ɾ', 'i']"
cand1248,DIE,"['ts', 'i', 'p', 'aː', 'm', 'aː', 'm', 'a']"
cand1248,DIRTY,"['ts', 'a', 'ɾ', 'o', 'n', 'a']"
cand1248,DOG,"['t', 'o', 'm', 'oː', 'ʂ', 'i']"
cand1248,DRY,"['p', 'oː', 'ʂ', 'a']"
cand1248,DUST,"['p', 'o', 'j', 'i', 'm', 'p', 'o']"
cand1248,EAR,"['k', 'i', 'ts', 'i', 'tʃ']"
cand1248,EARTH (SOIL),"['ts', 'aː', 'p', 'o']"
cand1248,EAT,"['k', 'a', 't', 'o', 'ŋ', 'k', 'o', 'm', 'aː', 'm', 'a']"
cand1248,EGG,"['w', 'a', 'j', 'a', 'ŋ', 'k', 'tʃ', 'i']"
cand1248,EYE,"['k', 'a', 'tʃ', 'i', 'tʃ']"
cand1248,FALL,"['p', 'a', 'n', 'ts', 'a', 'm', 'aː', 'm', 'a']"
cand1248,FAR,"['a', 'ɾ', 'a', 'p', 'i']"
cand1248,FEATHER,"['p', 'o', 'ɾ', 'o']"
cand1248,FEW,"['p', 'a', 'k', 'tʃ', 'i']"
cand1248,FIRE,"['s', 'o', 'm', 'aː', 's', 'i']"
