# Wordlist

# DATA
ID	DOCULECT	VALUE	FORM	CONCEPT	TOKENS	COGID	MORPHEMES	ALIGNMENT	NOTE
3628	Omurano	napē̠tẽ́n̊ani	napē̠tẽ́n̊ani	to kill	n a p !ē̠/e t !ẽ́/e !n̊/n a n i	2362		n a p !ē̠/e t !ẽ́/e !n̊/n a n i	Tessmann: töten (Form?)
3763	Urarina	aʰt̪eiɲãã́	aʰt̪eiɲãã́	to kill	!aʰ/a̤ t e i ɲ !ã/a !ã́/a	2365		!aʰ/a̤ t e i ɲ !ã/a !ã́/a	
3992	Wampis	maat	maat	to kill	m a a t	2352		m a - - - a t	
4169	Yagua	yaway	yaway	to kill	j a w a j	2368		j a w a j	
4217	Yagua	suwañi	suwañi	to kill	s u w a ɲ i	2369		s u w a ɲ i	
4425	Yanesha	mɨseɲet͡s	mɨseɲet͡s	to kill	m ɨ s e ɲ e ts	2352		m ɨ s e ɲ e ts	
4533	Zaparo	amunu	amunu	to kill	a m u n u	2353		a m u n u	
#
81	Iquito	nakusíìnì	nakusíìnì	to know (facts)	n a k u s !íì/iː n !ì/i	2371		n a k u s !íì/iː n !ì/i	
349	Ocaina	ááxa	ááxa	to know (facts)	!áá/aː x a	2372		!áá/aː x a	
350	Ocaina	ooroha	ooroha	to know (facts)	oː r o h a	2379		oː r o h a	
541	Resigaro	manaá tóʔ	manaá tóʔ	to know (facts)	m a n !aá/aː t !ó/o ʔ	2373		m a n !aá/aː t !ó/o ʔ	
737	WitotoMinica	onóde	onóde	to know (facts)	o n !ó/o d e	2376		o n !ó/o d e	
951	WitotoMurui	uiɲote	uiɲote	to know (facts)	ui ɲ o t e	2376		ui ɲ o t e	
1156	WitotoNipode	onóde	onóde	to know (facts)	o n !ó/o d e	2376		o n !ó/o d e	
2640	AchuarShiwiar	nekáatin	nekáatin	to know (facts)	n ɨ k !áa/aː t i n	2370		n ɨ k !áa/aː t i n	
3261	Shiwilu	ñinchitapalli	ñinchitapalli	to know (facts)	ɲ i n dʒ i t a p a ʎ i	2374		ɲ i n dʒ i t a p a ʎ i	
3443	Shuar	neká-	neká-	to know (facts)	n ɨ k !á/a	2370		n ɨ k !á/a - - -	
3806	Urarina	kuiʰt̪ɨkɨn̪ãã́	kuiʰt̪ɨkɨn̪ãã́	to know (facts)	k u !iʰ/i̤ t ɨ k ɨ n !̪ã/a !ã́/a	2375		k u !iʰ/i̤ t ɨ k ɨ n !̪ã/a !ã́/a	
3985	Wampis	nekat	nekat	to know (facts)	n e k a t	2370		n e k a t - -	
4186	Yagua	ya̠datya	ya̠datya	to know (facts)	j !a̠/a d a tʲ a	2377		j !a̠/a d a tʲ a	
4392	Yanesha	eɲoteɲets	eɲoteɲets	to know (facts)	e ɲ o t e ɲ e ts	2378		e ɲ o t e ɲ e ts	
4534	Zaparo	aytɨnu	aytɨnu	to know (facts)	ai t ɨ n u	2378		- - ai t ɨ n u -	
#
83	Iquito	satáani	satáani	to laugh	s a t !áa/aː n i	2386		- s a - t !áa/aː n i -	laugh
1313	Aguaruna	duʃiamu	duʃiamu	to laugh	d ʊ ʃ i a m ʊ	2381		d ʊ ʃ i a m ʊ	
1447	Arabela	soɾekwenu	soɾekwenu	to laugh	s o ɾ e k e n u	2382		s o ɾ e k e n u	
1569	Candoshi-Shapra	stamaama	stamaama	to laugh	s t a m aː m a	2383		s t a m aː m a	
1685	Chayahuita	winaɾin	winaɾin	to laugh	w i n a ɾ i n	2385		w i n a ɾ i n	
1810	Muniche	ʈʂaʂti	ʈʂaʂti	to laugh	ʈʂ a ʂ t i	2387		ʈʂ a ʂ t i	
2642	AchuarShiwiar	wishírtin	wishírtin	to laugh	v i ʃ !í/i r t i n	2380		v i ʃ !í/i r - t i n	
2829	Canichana	au-xar-docuna	au-xar-docuna	to laugh	a u h a ɾ d o k u n a	2384		a u h a ɾ d o k u n a	au = 1SG
3263	Shiwilu	yamerapalli	yamerapalli	to laugh	j a m ə ɾ a p a ʎ i	2388		j a m ə ɾ a p a ʎ i	
3764	Urarina	en̪ũãn̪ãã́	en̪ũãn̪ãã́	to laugh	e n !̪ũ/u !ã/a n !̪ã/a !ã́/a	2389		e n !̪ũ/u !ã/a n !̪ã/a !ã́/a	
3982	Wampis	wishikat	wishikat	to laugh	w i ʃ i k a t	2380		w i ʃ i k a t - -	
4191	Yagua	yatodi	yatodi	to laugh	j a t o d i	2390		j a t o d i	
4398	Yanesha	tʃeˀteɲets	tʃeˀteɲets	to laugh	t ʃ e ʔ t e ɲ e ts	2386		t ʃ e ʔ t e ɲ e ts	
4536	Zaparo	tsutanu	tsutanu	to laugh	ts u t a n u	2386		- ts u - t a n u -	
#
88	Iquito	iwɨɨtáani	iwɨɨtáani	to lie	i w ɨː t !áa/aː n i	2393		i w ɨː t !áa/aː n i	be lying down
2646	AchuarShiwiar	tepéstin	tepéstin	to lie	t ɨ p !é/ɨ s t i n	2391		t ɨ p !é/ɨ s t i n	
2832	Canichana	ato	ato	to lie	a t o	2392		a t o	
3447	Shuar	tepesma	tepesma	to lie	t ɨ p ɨ s m a	2391		t ɨ p ɨ s m a -	
3882	Urarina	n̪ẽl̪ud̺án̪ã	n̪ẽl̪ud̺án̪ã	to lie	n !̪ẽ/e l u d !̺á/a n !̪ã/a	2394		n !̪ẽ/e l u d !̺á/a n !̪ã/a	
4004	Wampis	tepet	tepet	to lie	t e p e t	2391		t e p e - t - -	
4378	Yanesha	pʲaneɲets	pʲaneɲets	to lie	pʲ a n e ɲ e ts	2395		pʲ a n e ɲ e ts	
#
9	Iquito	iwíini	iwíini	to live	i w !íi/iː n i	2397		i w !íi/iː n - i	live
445	Ocaina	hiitʲóra ĩĩ	hiitʲóra ĩĩ	to live	h iː tʲ !ó/o r a !ĩ/i !ĩ/i	2404		h iː tʲ !ó/o r a !ĩ/i !ĩ/i	
615	Resigaro	an̥iigí	an̥iigí	to live	a n̥ iː g !í/i	2405		a n̥ iː g !í/i	
836	WitotoMinica	káade	káade	to live	k !áa/aː d e	2410		k !áa/aː - - d e	
1046	WitotoMurui	kahede	kahede	to live	k a h e d e	2410		k a h e d e	
1251	WitotoNipode	káade	káade	to live	k !áa/aː d e	2410		k !áa/aː - - d e	
1252	WitotoNipode	híerede	híerede	to live	h !í/i e !r/ɾ e d e	2413		h !í/i e !r/ɾ e d e	
1316	Aguaruna	puhut	puhut	to live	p ʊ h ʊ t	2396		p ʊ h ʊ - t - -	
1450	Arabela	kwiniu	kwiniu	to live	k i n i u	2397		- k i n i u	
1572	Candoshi-Shapra	tamaama	tamaama	to live	t a m aː m a	2399		t a m aː m a	
1688	Chayahuita	yaʔwɨɾin	yaʔwɨɾin	to live	j a ʔ w ɨ ɾ i n	2400		j a ʔ w ɨ ɾ i n	
1812	Muniche	ɾɨ	ɾɨ	to live	ɾ ɨ	2403		ɾ ɨ	
1924	Taushiro	inɨ	inɨ	to live	i n ɨ	2397		- - i n - ɨ	
2030	Waorani	kẽwẽ	kẽwẽ	to live	k !ẽ/e w !ẽ/e	2409		k !ẽ/e w !ẽ/e	
2540	Proto-Bora-Muinane	buʔee-	buʔee-	to live	b u ʔ e e	2398		b u ʔ e e - -	
2541	Bora	póʔɨ́ɨ́-pe	póʔɨ́ɨ́-pe	to live	p !ó/o ʔ !ɨ́/ɨ !ɨ́/ɨ p e	2398		p !ó/o ʔ !ɨ́/ɨ !ɨ́/ɨ p e	
2542	Muinane	búʔée-no	búʔée-no	to live	b !ú/u ʔ !é/e e n o	2398		b !ú/u ʔ !é/e e n o	
2647	AchuarShiwiar	pujústin	pujústin	to live	p u h !ú/u s t i n	2396		p u h !ú/u s t i n	
3011	Juri	nihcó	nihcó	to live	n i ʔ c !ó/o	2401		n i ʔ c !ó/o	Martius: vivo
3185	MiranhaCarapana-Tapuya	nöhcatzú	nöhcatzú	to live	n !ö/o ʔ k a dz !ú/u	2402		n !ö/o ʔ k a dz !ú/u	Martius: vivo
3267	Shiwilu	nanpiapalli	nanpiapalli	to live	n a m b i a p a ʎ i	2406		n a m b i a p a ʎ i	
3448	Shuar	iwiák-	iwiák-	to live	i w i !á/a k	2407		i w i !á/a k	
3810	Urarina	iʰtʃauwá	iʰtʃauwá	to live	!iʰ/i̤ tʃ a u w !á/a	2408		!iʰ/i̤ tʃ a u w !á/a	
3990	Wampis	pujut	pujut	to live	p u h u t	2396		p u h u - t - -	
4167	Yagua	yanu	yanu	to live	j a n u	2411		j a n u	
4370	Yanesha	koɻeɲets	koɻeɲets	to live	k o ɻ e ɲ e ts	2412		k o ɻ e ɲ e ts	
4539	Zaparo	ikinyu	ikinyu	to live	i k i ɲ u	2397		i k i ɲ - u	
#
107	Iquito	maayaasíini	maayaasíini	to play	m aː j aː s !íi/iː n i	2415		m aː j aː s !íi/iː n i	play
2669	AchuarShiwiar	nakúrustin	nakúrustin	to play	n a k !ú/u r u s t i n	2414		n a k !ú/u r u s t i n	
3288	Shiwilu	intekllitapalli	intekllitapalli	to play	i n d ə ˀk ʎ i t a p a ʎ i	2416		i n d ə ˀk ʎ i t a p a ʎ i	
3468	Shuar	nakur-ús	nakur-ús	to play	n a k u ɾ !ú/u s	2414		n a k u ɾ !ú/u s - - -	
3861	Urarina	n̪ẽʰkuat̪ihján̪ãã	n̪ẽʰkuat̪ihján̪ãã	to play	n !̪ẽʰ/e k u a t i h j !á/a n !̪ã/a !ã/a	2417		n !̪ẽʰ/e k u a t i h j !á/a n !̪ã/a !ã/a	
4022	Wampis	nakurut	nakurut	to play	n a k u r u t	2414		n a k u r u - t - -	
4182	Yagua	yatiyi̠sa	yatiyi̠sa	to play	j a t i j !i̠/i s a	2418		j a t i j !i̠/i s a	
4387	Yanesha	jeʎʃeɲeˀtʃeɲets	jeʎʃeɲeˀtʃeɲets	to play	j e ʎ ʃ e ɲ e ʔ t ʃ e ɲ e ts	2419		j e ʎ ʃ e ɲ e ʔ t ʃ e ɲ e ts	
4555	Zaparo	tawhwɨnu	tawhwɨnu	to play	t au hʷ ɨ n u	2420		t au hʷ ɨ n u	
#
108	Iquito	jɨ́ɨni	jɨ́ɨni	to pull	h !ɨ́ɨ/ɨː n i	2423		h !ɨ́ɨ/ɨː n i	pull
419	Ocaina	ããʔti	ããʔti	to pull	!ãã/aː ʔ t i	2424		!ãã/aː ʔ t i	
420	Ocaina	tsõõʔmɯ	tsõõʔmɯ	to pull	ts !õõ/oː ʔ m ɯ	2432		ts !õõ/oː ʔ m ɯ	
596	Resigaro	kʰaʔ kʰú	kʰaʔ kʰú	to pull	kʰ a ʔ kʰ !ú/u	2425		kʰ a ʔ kʰ !ú/u	
809	WitotoMinica	θonóde	θonóde	to pull	θ o n !ó/o d e	2428		θ o n !ó/o d e	
1016	WitotoMurui	θonode	θonode	to pull	θ o n o d e	2428		θ o n o d e	
1222	WitotoNipode	tonóde	tonóde	to pull	t o n !ó/o d e	2428		t o n !ó/o d e	
2495	Proto-Bora-Muinane	giiɨkɨ	giiɨkɨ	to pull	g i i ɨ k ɨ	2422		g i i - ɨ k - - ɨ	
2496	Bora	ʧiɯ́kʰɯ	ʧiɯ́kʰɯ	to pull	tʃ i !ɯ́/ɯ kʰ ɯ	2422		tʃ i - - !ɯ́/ɯ kʰ - - ɯ	
2497	Muinane	gííjɨkɨ-ʔi	gííjɨkɨ-ʔi	to pull	g !í/i !í/i j ɨ k ɨ ʔ i	2422		g !í/i !í/i j ɨ k ɨ ʔ i	
2670	AchuarShiwiar	japíktin	japíktin	to pull	h a p !í/i k t i n	2421		h a p !í/i k t i n	
3289	Shiwilu	uwalapalli	uwalapalli	to pull	u w a l a p a ʎ i	2426		u w a l a p a ʎ i	
3469	Shuar	japí-k	japí-k	to pull	h a p !í/i k	2421		h a p !í/i k - - -	
3860	Urarina	hiɨn̪ɨ̃n̪ɨ̃n̪ã́	hiɨn̪ɨ̃n̪ɨ̃n̪ã́	to pull	h i ɨ n !̪ɨ̃/ɨ n !̪ɨ̃/ɨ n !̪ã́/a	2427		h i ɨ n !̪ɨ̃/ɨ n !̪ɨ̃/ɨ n !̪ã́/a	
4015	Wampis	japit	japit	to pull	h a p i t	2421		h a p i - t - -	
4208	Yagua	sati	sati	to pull	s a t i	2429		s a t i	
4410	Yanesha	t͡ʃetaɾeteɲet͡s	t͡ʃetaɾeteɲet͡s	to pull	tʃ e t a ɾ e t e ɲ e ts	2430		tʃ e t a ɾ e t e ɲ e ts	
4556	Zaparo	atanu	atanu	to pull	a t a n u	2431		a t a n u	
#
109	Iquito	kɨnitáani	kɨnitáani	to push	k ɨ n i t !áa/aː n i	2435		k ɨ n i t !áa/aː n i	push or lift a heavy load
421	Ocaina	haaʤa	haaʤa	to push	h aː dʒ a	2436		h aː dʒ a	
597	Resigaro	ɸíi kʰú	ɸíi kʰú	to push	ɸ !íi/iː kʰ !ú/u	2437		ɸ !íi/iː kʰ !ú/u	
810	WitotoMinica	ɲuitáde	ɲuitáde	to push	ɲ u i t !á/a d e	2433		ɲ u i t !á/a - d e -	
1017	WitotoMurui	ɲuitade	ɲuitade	to push	ɲ ui t a d e	2433		ɲ ui - t a - d e -	
1223	WitotoNipode	ɲuiɗáde	ɲuiɗáde	to push	ɲ u i ɗ !á/a d e	2433		ɲ u i ɗ !á/a - d e -	
2552	Proto-Bora-Muinane	káʔaaku	káʔaaku	to push	k á ʔ a a k u	2434		k á - - - - ʔ - a a k u - -	
2553	Bora	kʰáβɯ́i-ʔhʲákʰo	kʰáβɯ́i-ʔhʲákʰo	to push	kʰ !á/a β !ɯ́/ɯ i ʔ hʲ !á/a kʰ o	2434		kʰ !á/a β !ɯ́/ɯ - i ʔ hʲ - !á/a kʰ o - -	
2554	Muinane	kábújaaku-ʔi	kábújaaku-ʔi	to push	k !á/a b !ú/u j a a k u ʔ i	2434		k !á/a b !ú/u j a - - - a k u ʔ i	
2671	AchuarShiwiar	shitáktin	shitáktin	to push	ʃ i t !á/a k t i n	2433		ʃ i - t !á/a k t i n	
3290	Shiwilu	pita’kapalli	pita’kapalli	to push	p i t a ʔ k a p a ʎ i	2438		p i t a ʔ k a p a ʎ i	
3470	Shuar	útsu-k	útsu-k	to push	!ú/u ts u k	2439		!ú/u ts u k	
3864	Urarina	s̪ad̺un̪ãã́	s̪ad̺un̪ãã́	to push	s a d u n !̪ã/a !ã́/a	2440		s a d u n !̪ã/a !ã́/a	
4016	Wampis	shitat	shitat	to push	ʃ i t a t	2433		ʃ i - t a - t - -	
4210	Yagua	sasityada	sasityada	to push	s a s i tʲ a d a	2441		s a s i tʲ a d a	
4412	Yanesha	ent͡ʃeɲet͡s	ent͡ʃeɲet͡s	to push	e n tʃ e ɲ e ts	2442		e n tʃ e ɲ e ts	
4557	Zaparo	takinyu	takinyu	to push	t a k i ɲ u	2443		t a k i ɲ u	
#
110	Iquito	aníìnì	aníìnì	to rain	a n !íì/iː n !ì/i	2445		a n !íì/iː n !ì/i	
2672	AchuarShiwiar	jitúrtin	jitúrtin	to rain	h i t !ú/u r t i n	2444		h i t !ú/u r t i n	
2842	Canichana	nina	nina	to rain	n i n a	2445		- n i n a	
3291	Shiwilu	u’lanpalli	u’lanpalli	to rain	u ʔ l a m b a ʎ i	2446		u ʔ l a m b a ʎ i	
3471	Shuar	yut-uk	yut-uk	to rain	j u t u k	2447		j u t u k	
3879	Urarina	ɨᶭá el̪ú	ɨᶭá el̪ú	to rain	!ɨᶭ/ɨ !á/a e l !̪u/u	2448		!ɨᶭ/ɨ !á/a e l !̪u/u	
4027	Wampis	yumi	yumi	to rain	j u m i	2449		j u m i	
4348	Yanesha	oˀ	oˀ	to rain	o ʔ	2450		o ʔ	
#
119	Iquito	kaakuusíini	kaakuusíini	to rub	k aː k uː s !íi/iː n i	2452		k aː k uː s !íi/iː n i	rub or massage a body part to alleviate pain
264	Ocaina	dʲããhɯ̃	dʲããhɯ̃	to rub	dʲ !ãã/aː h !ɯ̃/ɯ	2453		dʲ !ãã/aː h !ɯ̃/ɯ	
265	Ocaina	hɯxãã	hɯxãã	to rub	h ɯ x !ãã/aː	2462		h ɯ x !ãã/aː	
494	Resigaro	niíkú	niíkú	to rub	n !ií/iː k !ú/u	2454		n !ií/iː k !ú/u	
675	WitotoMinica	ría	ría	to rub	!r/ɾ !í/i a	2459		!r/ɾ !í/i - - a	
893	WitotoMurui	riara	riara	to rub	r i a r a	2459		r i a r a	
1101	WitotoNipode	ría	ría	to rub	!r/ɾ !í/i a	2459		!r/ɾ !í/i - - a	
2681	AchuarShiwiar	japírtin	japírtin	to rub	h a p !í/i r t i n	2451		h a p !í/i r t i n	
3298	Shiwilu	piwipalli	piwipalli	to rub	p i w i p a ʎ i	2455		p i w i p a ʎ i	
3479	Shuar	kue-r	kue-r	to rub	k u ɨ ɾ	2456		k u ɨ ɾ	Because of examples amd more semantic complexity, here is the variant: majú-r
3868	Urarina	d̺ɨl̪ɨl̪ɨn̪ã́	d̺ɨl̪ɨl̪ɨn̪ã́	to rub	d ɨ l ɨ l ɨ n !̪ã́/a	2457		d ɨ l ɨ l ɨ n !̪ã́/a	
4012	Wampis	yakat	yakat	to rub	j a k a t	2458		j a k a t	yakamat (rub oneself)
4212	Yagua	sapa̠	sapa̠	to rub	s a p !a̠/a	2460		s a p !a̠/a	
4417	Yanesha	ajankoteɲet͡s	ajankoteɲet͡s	to rub	a j a n k o t e ɲ e ts	2461		a j a n k o t e ɲ e ts	
#
123	Iquito	aríìnì	aríìnì	to scratch (as with fingernails to relieve itch)	a r !íì/iː n !ì/i	2464		a r !íì/iː - - n !ì/i	
2685	AchuarShiwiar	kesártin	kesártin	to scratch (as with fingernails to relieve itch)	k ɨ s !á/a r t i n	2463		k ɨ s !á/a r t i n	Because of order of the entries and this form has more semantic complexity: péruatin
3302	Shiwilu	sekwa’palli	sekwa’palli	to scratch (as with fingernails to relieve itch)	s ə ˀk w a ʔ p a ʎ i	2465		s ə ˀk w a ʔ p a ʎ i	
3482	Shuar	méek-ra	méek-ra	to scratch (as with fingernails to relieve itch)	m !ée/eː k ɾ a	2466		m !ée/eː k ɾ a	
3828	Urarina	fʷaɨɰãn̪ã́	fʷaɨɰãn̪ã́	to scratch (as with fingernails to relieve itch)	fʷ a ɨ ɰ !ã/a n !̪ã́/a	2467		fʷ a ɨ ɰ !ã/a n !̪ã́/a	
3998	Wampis	nanchikat	nanchikat	to scratch (as with fingernails to relieve itch)	n a n tʃ i k a t	2468		n a n tʃ i k a t	
4199	Yagua	yamïnu	yamïnu	to scratch (as with fingernails to relieve itch)	j a m !ï/i n u	2469		j a m !ï/i n u	
4405	Yanesha	waɻoteɲet͡s	waɻoteɲet͡s	to scratch (as with fingernails to relieve itch)	w a ɻ o t e ɲ e ts	2470		w a ɻ o t e ɲ e ts	
4567	Zaparo	arishunu	arishunu	to scratch (as with fingernails to relieve itch)	a r i ʃ u n u	2464		a r i ʃ u n u	
#
126	Iquito	sipúuni	sipúuni	to sew	s i p !úu/uː n i	2472		- - s i p !úu/uː n i	sew
428	Ocaina	mõõtʲo	mõõtʲo	to sew	m !õõ/oː tʲ o	2473		m !õõ/oː tʲ o	
602	Resigaro	tsanin̥ú	tsanin̥ú	to sew	td a n i n̥ !ú/u	2474		td a n i n̥ !ú/u	
817	WitotoMinica	tɯɸóde	tɯɸóde	to sew	t ɯ ɸ !ó/o d e	2478		t ɯ ɸ !ó/o d e	
1024	WitotoMurui	tɯɸode	tɯɸode	to sew	t ɯ ɸ o d e	2478		t ɯ ɸ o d e	
1230	WitotoNipode	tɯpóde	tɯpóde	to sew	t ɯ p !ó/o d e	2478		t ɯ p !ó/o d e	
2689	AchuarShiwiar	apákmartin	apákmartin	to sew	a p !á/a k m a r t i n	2471		a p !á/a k m a r t i n	
3306	Shiwilu	pi’per’chapalli	pi’per’chapalli	to sew	p i ʔ pˀ ə ˀr tʃ a p a ʎ i	2475		p i ʔ pˀ ə ˀr tʃ a p a ʎ i	intransative form: pi’pi’yunpalli
3485	Shuar	apá-r	apá-r	to sew	a p !á/a ɾ	2476		a p !á/a ɾ - -	
3832	Urarina	t̪uʰkuun̪ã́	t̪uʰkuun̪ã́	to sew	t !̪uʰ/ṳ k u u n !̪ã́/a	2477		t !̪uʰ/ṳ k u u n !̪ã́/a	
4019	Wampis	aparat	aparat	to sew	a p a r a t	2476		a p a r a t	
4202	Yagua	yasinïrya	yasinïrya	to sew	j a s i n !ï/i rʲ a	2479		j a s i n !ï/i rʲ a	
4206	Yagua	sakirichi	sakirichi	to sew	s a k i r i tʃ i	2481		s a k i r i tʃ i	
4408	Yanesha	sept͡ʃat͡seteɲet͡s	sept͡ʃat͡seteɲet͡s	to sew	s e p tʃ a ts e t e ɲ e ts	2480		s e p tʃ a ts e t e ɲ e ts	
4570	Zaparo	kusupɨnu	kusupɨnu	to sew	k u s u p ɨ n u	2472		k u s u p ɨ n u	
#
129	Iquito	ariwáani	ariwáani	to sing	a r i w !áa/aː n i	2485		a r i w !áa/aː n i	sing
433	Ocaina	ɲoomɯ̃	ɲoomɯ̃	to sing	ɲ oː m !ɯ̃/ɯ	2486		ɲ oː m !ɯ̃/ɯ	
606	Resigaro	hadáʔpú	hadáʔpú	to sing	h a d !á/a ʔ p !ú/u	2487		h a d !á/a ʔ p !ú/u	
823	WitotoMinica	róte	róte	to sing	!r/ɾ !ó/o t e	2490		!r/ɾ !ó/o t e	
1029	WitotoMurui	rote	rote	to sing	r o t e	2490		r o t e	
1236	WitotoNipode	róɗe	róɗe	to sing	!r/ɾ !ó/o ɗ e	2490		!r/ɾ !ó/o ɗ e	
2525	Proto-Bora-Muinane	matʦi-βa	matʦi-βa	to sing	m a t ts i β a	2483		m a t ts i β - - a	
2526	Bora	mahʦʰíβa	mahʦʰíβa	to sing	m a h tsʰ !í/i β a	2483		m a h tsʰ !í/i β - - a	
2527	Muinane	másí-βa-ʔi	másí-βa-ʔi	to sing	m !á/a s !í/i β a ʔ i	2483		m !á/a - s !í/i β a ʔ i	
2692	AchuarShiwiar	nampéstin	nampéstin	to sing	n a m p !é/ɨ s t i n	2482		n a m p !é/ɨ s t i n	
2849	Canichana	au-jar-sonisna	au-jar-sonisna	to sing	a u j a ɾ s o n i s n a	2484		a u j a ɾ s o n i s n a	au = 1SG
3309	Shiwilu	tuluner’apalli	tuluner’apalli	to sing	t u l u n ə ˀr a p a ʎ i	2488		t u l u n ə ˀr a p a ʎ i	
3488	Shuar	nampés	nampés	to sing	n a m p !é/ɨ s	2482		n a m p !é/ɨ s - - -	Not sure about this form, the entry does not give much information: kantam-á
3841	Urarina	n̪ẽn̪ãt̪én̪ã	n̪ẽn̪ãt̪én̪ã	to sing	n !̪ẽ/e n !̪ã/a t !̪é/e n !̪ã/a	2489		n !̪ẽ/e n !̪ã/a t !̪é/e n !̪ã/a	
4190	Yagua	yamara̠	yamara̠	to sing	j a m a r !a̠/a	2491		j a m a r !a̠/a	
4397	Yanesha	moɻetʃeɲets	moɻetʃeɲets	to sing	m o ɻ e t ʃ e ɲ e ts	2492		m o ɻ e t ʃ e ɲ e ts	
4571	Zaparo	uranu	uranu	to sing	u r a n u	2485		u r - - a n u	
#
135	Iquito	najiwɨ́ɨ̀nì	najiwɨ́ɨ̀nì	to smell (perceive odor)	n a h i w !ɨ́ɨ̀/ɨː n !ì/i	2495		n a h i w !ɨ́ɨ̀/ɨː n !ì/i	
434	Ocaina	dʲooro	dʲooro	to smell (perceive odor)	dʲ oː r o	2498		dʲ oː r o	
607	Resigaro	siiʔ kʰú	siiʔ kʰú	to smell (perceive odor)	s iː ʔ kʰ !ú/u	2499		s iː ʔ kʰ !ú/u	
824	WitotoMinica	haʤéde	haʤéde	to smell (perceive odor)	h a dʒ !é/e d e	2503		h a dʒ !é/e d e	
948	WitotoMurui	haʤede	haʤede	to smell (perceive odor)	h a dʒ e d e	2503		h a dʒ e d e	
949	WitotoMurui	ɲɯtade	ɲɯtade	to smell (perceive odor)	ɲ ɯ t a d e	2507		ɲ ɯ t a d e	
1237	WitotoNipode	haʤéde	haʤéde	to smell (perceive odor)	h a dʒ !é/e d e	2503		h a dʒ !é/e d e	
2698	AchuarShiwiar	nekápratin	nekápratin	to smell (perceive odor)	n ɨ k !á/a p r a t i n	2493		n ɨ k !á/a p r a t i n	
2968	Juri	tschu-nämä	tschu-nämä	to smell (perceive odor)	dʒ u n !ä/a m !ä/a	2496		dʒ u n !ä/a m !ä/a	Martius: olfacio
2969	Juri	schanême	schanême	to smell (perceive odor)	ʒ a n !ê/e m e	2506		ʒ a n !ê/e m e	Martius: olfacio
3067	Coeruna	nequaani	nequaani	to smell (perceive odor)	n e kʷ a a n i	2494		n e kʷ a a n i	Martius: olfacio, ere
3164	MiranhaCarapana-Tapuya	gabáhíne	gabáhíne	to smell (perceive odor)	g a b !á/a ʔ !í/i n e	2497		g a b !á/a ʔ !í/i n e	Martius: olfacio
3315	Shiwilu	lanerapalli	lanerapalli	to smell (perceive odor)	l a n ə ɾ a p a ʎ i	2500		l a n ə ɾ a p a ʎ i	
3493	Shuar	meje-ás	meje-ás	to smell (perceive odor)	m ɨ h ɨ !á/a s	2501		m ɨ h ɨ !á/a s	
3824	Urarina	s̪aiɲẽ́	s̪aiɲẽ́	to smell (perceive odor)	s a i ɲ !ẽ́/e	2502		s a i ɲ !ẽ́/e	
3987	Wampis	nekapet	nekapet	to smell (perceive odor)	n e k a p e t	2493		n e k a p - e t - -	
4184	Yagua	yanari	yanari	to smell (perceive odor)	j a n a r i	2504		j a n a r i	
4389	Yanesha	mosjeɲets	mosjeɲets	to smell (perceive odor)	m o s j e ɲ e ts	2505		m o s j e ɲ e ts	
4577	Zaparo	nahuunu	nahuunu	to smell (perceive odor)	n a h uː n u	2495		n a h - - uː n u	
#
141	Iquito	aruukíini	aruukíini	to spit	a r uː k !íi/iː n i	2509		a r - uː k !íi/iː n i	spit
1353	Aguaruna	usukit	usukit	to spit	ʊ s ʊ k i t	2508		ʊ s ʊ - k - i t - -	
1485	Arabela	ɾiokonu	ɾiokonu	to spit	ɾ i o k o n u	2509		- ɾ i o k o n u	
1598	Candoshi-Shapra	kawatʃimaama	kawatʃimaama	to spit	k a w a tʃ i m aː m a	2510		k a w a tʃ i m aː m a	
1724	Chayahuita	ipiɾin	ipiɾin	to spit	i p i ɾ i n	2511		i p i ɾ i n	
1847	Muniche	jaʂnɨ	jaʂnɨ	to spit	j a ʂ n ɨ	2512		j a ʂ n ɨ	
1951	Taushiro	tuhuanɨ	tuhuanɨ	to spit	t u h u a n ɨ	2514		t u h u a n ɨ	
2703	AchuarShiwiar	usúkmitin	usúkmitin	to spit	u s !ú/u k m i t i n	2508		u s !ú/u - k m i t i n	
3321	Shiwilu	dinlu’palli	dinlu’palli	to spit	ð i n l u ʔ p a ʎ i	2513		ð i n l u ʔ p a ʎ i	
3498	Shuar	usúk-ia	usúk-ia	to spit	u s !ú/u k i a	2508		u s !ú/u - k - i - a -	
3821	Urarina	kuɨl̪ɨn̪ẽ́n̪ã́	kuɨl̪ɨn̪ẽ́n̪ã́	to spit	k u ɨ l ɨ n !̪ẽ́/e n !̪ã́/a	2515		k u ɨ l ɨ n !̪ẽ́/e n !̪ã́/a	
3978	Wampis	usuikmat	usuikmat	to spit	u s u i k m a t	2508		u s u i k m a t - -	
4197	Yagua	yato̠chi	yato̠chi	to spit	j a t !o̠/o tʃ i	2516		j a t !o̠/o tʃ i	
4403	Yanesha	akoʃeɲet͡s	akoʃeɲet͡s	to spit	a k o ʃ e ɲ e ts	2517		a k o ʃ e ɲ e ts	
4579	Zaparo	arukuno	arukuno	to spit	a r u k u n o	2509		a r - u k u n o	
#
142	Iquito	ijakɨ́ɨni	ijakɨ́ɨni	to split	i h a k !ɨ́ɨ/ɨː n i	2520		i h a k !ɨ́ɨ/ɨː n i	split or crack
