ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
2511	69_tohear	to hear	Bora	Bora	ʧeépo	ʧeépo	tʃ ɛ ɛ p o		1408		Boran	Boran	1 7 7 1 7	AXYBZ	TEEPU	5	5.T.C 5.E.V 5.E.V 5.P.C 5.U.V	2.0 1.5 1.3 1.75 0.8	tʃɛɛpo	0	2445	4069	tʃ ɛ ɛ p o	tʃ ɛ ɛ p o	c v v c v
2512	69_tohear	to hear	Muinane	Muinane	gúúbu-	gúúbu-	g u u b u		1408		Boran	Boran	1 7 7 1 7	AXYBZ	KYYPY	14	14.K.C 14.Y.V 14.Y.V 14.P.C 14.Y.V	2.0 1.5 1.3 1.75 0.8	guubu	0	2445	4069	g u u b u	g u u b u	c v v c v
2801	69_tohear	to hear	AchuarShiwiar	Achuar	antúktin	antúktin	a n t u k t i n		1408		Chicham	Chicham	7 4 1 7 1 1 7 4	XMBYMBYN	ANTYKTIN	1	1.A.V 1.N.c 1.T.C 1.Y.V 1.K.c 1.T.C 1.I.V 1.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	antuktin	0	2443	4067	a n t u k t i n	a n t u k t i n	v c c v c c v c
3422	69_tohear	to hear	Shiwilu	Jebero	lawek’apalli	lawek’apalli	l a w ə ˀk ʔ a p a ʎ i		1408		Cahuapanan	Cahuapanan	5 7 6 7 1 1 7 1 7 5 7	AXBYMBYBYBZ	LAWEKHAPALI	21	21.L.C 21.A.V 21.W.C 21.E.V 21.K.c 21.H.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	lawəˀkʔapaʎi	0	2454	4079	l a w ə ˀk ʔ a p a ʎ i	l a w ə ˀk ʔ a p a ʎ i	c v c v c c v c v c v
3603	69_tohear	to hear	Shuar	Shuar	ant-uk	ant-uk	a n t + u k		1408		Chicham	Chicham	7 4 1 9 7 1	XLN_XN	ANT_YK	22	22.A.V 22.N.c 22.T.c 22._._ 22.Y.V 22.K.c	1.5 1.1 0.8 0.0 1.5 0.8	ant+uk	0	2455	4067 4080	a n t - - - - - + u k	a n t + u k	v c c + v c
3907	69_tohear	to hear	Urarina	Urarina	aun̪ãã́	aun̪ãã́	a u n a a		1408		Urarina	Isolate	7 7 4 7 7	XYBYZ	AYNAA	26	26.A.V 26.Y.V 26.N.C 26.A.V 26.A.V	1.5 1.3 1.75 1.3 0.8	aunaa	0	2458	4083	a u n a a	a u n a a	v v c v v
4157	69_tohear	to hear	Wampis	Huambisa	antut	antut	a n t u t		1408		Chicham	Chicham	7 4 1 7 1	XMBYN	ANTYT	27	27.A.V 27.N.c 27.T.C 27.Y.V 27.T.c	1.5 1.1 1.75 1.3 0.8	antut	0	2443	4067	a n t u - t - -	a n t u t	v c c v c
4362	69_tohear	to hear	Yagua	Yagua	yatuwa̠chu	yatuwa̠chu	j a t u w a tʃ u		1408		Peba-Yagua	Peba-Yagua	6 7 1 7 6 7 1 7	AXBYBYBZ	JATYWATY	32	32.J.C 32.A.V 32.T.C 32.Y.V 32.W.C 32.A.V 32.T.C 32.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jatuwatʃu	0	2460	4085	j a t u w a tʃ u	j a t u w a tʃ u	c v c v c v c v
4574	69_tohear	to hear	Yanesha	Yanesha'	eˀmʷeɲets	eˀmʷeɲets	e ʔ mʷ e ɲ e ts		1408		Arawakan	Arawakan	7 1 4 7 4 7 2	XBCYBYN	EHMENEC	34	34.E.V 34.H.C 34.M.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	eʔmʷeɲets	1	2461	4086	e ʔ mʷ e ɲ e ts	e ʔ mʷ e ɲ e ts	v c c v c v c
4707	69_tohear	to hear	Zaparo	Záparo	tahwinyu	tahwinyu	t a hʷ i ɲ u		1408		Zaparoan	Zaparoan	1 7 3 7 4 7	AXBYBZ	TAHINY	35	35.T.C 35.A.V 35.H.C 35.I.V 35.N.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tahʷiɲu	0	2444	4068	t a hʷ i ɲ u -	t a hʷ i ɲ u	c v c v c v
73	73_tohit	to hit	Iquito	Iquito	aamúuni	aamúuni	aː m uː n i		1433	hit or strike a living being	Zaparoan	Zaparoan	7 4 7 4 7	XBYBZ	AMYNI	11	11.A.V 11.M.C 11.Y.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 0.8	aːmuːni	0	2467	4104	aː m uː n i	aː m uː n i	v c v c v
1439	73_tohit	to hit	Aguaruna	Aguaruna	awatut	awatut	a w a t ʊ t		1433		Chicham	Chicham	7 6 7 1 7 1	XBYBYN	AWATYT	2	2.A.V 2.W.C 2.A.V 2.T.C 2.Y.V 2.T.c	1.5 1.75 1.3 1.75 1.3 0.8	awatʊt	0	2463	4100	a w a t - ʊ t - -	a w a t ʊ t	v c v c v c
1576	73_tohit	to hit	Arabela	Arabela	pi	pi	p i		1433		Zaparoan	Zaparoan	1 7	AX	PI	4	4.P.C 4.I.V	2.0 1.5	pi	0	2464	4101	p i	p i	c v
1703	73_tohit	to hit	Candoshi-Shapra	Candoshi-Shapra	pʂkomaama	pʂkomaama	p ʂ k o m aː m a		1433		Candoshi-Shapra	Isolate	1 3 1 7 4 7 4 7	AXBYBYBZ	PSKUMAMA	6	6.P.C 6.S.V 6.K.C 6.U.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pʂkomaːma	0	2466	4103	p ʂ k o m aː m a	p ʂ k o m aː m a	c c c v c v c v
1820	73_tohit	to hit	Chayahuita	Shawi	awɨɾin	awɨɾin	a w ɨ ɾ i n		1433		Cahuapanan	Cahuapanan	7 6 7 5 7 4	XBYBYN	AWIRIN	8	8.A.V 8.W.C 8.I.V 8.R.C 8.I.V 8.N.c	1.5 1.75 1.3 1.75 1.3 0.8	awɨɾin	0	2463	4100	a w ɨ - ɾ - - i n	a w ɨ ɾ i n	v c v c v c
1946	73_tohit	to hit	Muniche	Muniche	ʂatu	ʂatu	ʂ a t u		1433		Muniche	Isolate	3 7 1 7	AXBZ	SATY	15	15.S.C 15.A.V 15.T.C 15.Y.V	2.0 1.5 1.75 0.8	ʂatu	0	2468	4106	ʂ a - - t u	ʂ a t u	c v c v
2064	73_tohit	to hit	Taushiro	Taushiro	awɨn	awɨn	a w ɨ n		1433		Taushiro	Isolate	7 6 7 4	XBYN	AWIN	23	23.A.V 23.W.C 23.I.V 23.N.c	1.5 1.75 1.3 0.8	awɨn	0	2470	4109	a w ɨ n	a w ɨ n	v c v c
2183	73_tohit	to hit	Waorani	Sabela	tei_tei_pã	tei_tei_pã	t e i + t e i + p a		1433		Waorani	Isolate	1 7 7 9 1 7 7 9 1 7	AXZ_AXZ_AX	TEI_TEI_PA	28	28.T.C 28.E.V 28.I.V 28._._ 28.T.C 28.E.V 28.I.V 28._._ 28.P.C 28.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	tei+tei+pa	0	2472	4111 4112 4113	t e i + t e i + p a	t e i + t e i + p a	c v v + c v v + c v
2675	73_tohit	to hit	Bora	Bora	íʧaájo	íʧaájo	i tʃ a a j o		1433		Boran	Boran	7 1 7 7 6 7	XBYYBZ	ITAAJU	5	5.I.V 5.T.C 5.A.V 5.A.V 5.J.C 5.U.V	1.5 1.75 1.3 1.3 1.75 0.8	itʃaajo	0	2465	4102	i tʃ a a j o	i tʃ a a j o	v c v v c v
2676	73_tohit	to hit	Muinane	Muinane	íʤáju-ʔi	íʤáju-ʔi	i dʒ a j u + ʔ i		1433		Boran	Boran	7 1 7 6 7 9 1 7	XBYBZ_AX	ITAJY_HI	14	14.I.V 14.T.C 14.A.V 14.J.C 14.Y.V 14._._ 14.H.C 14.I.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	idʒaju+ʔi	0	2465	4102 4105	i dʒ - a j u + ʔ i	i dʒ a j u + ʔ i	v c v c v + c v
2805	73_tohit	to hit	AchuarShiwiar	Achuar	awátratin	awátratin	a w a t r a t i n		1433		Chicham	Chicham	7 6 7 1 5 7 1 7 4	XBYBCYBYN	AWATRATIN	1	1.A.V 1.W.C 1.A.V 1.T.C 1.R.C 1.A.V 1.T.C 1.I.V 1.N.c	1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	awatratin	0	2463	4100	a w a t r a t i n	a w a t r a t i n	v c v c c v c v c
3426	73_tohit	to hit	Shiwilu	Jebero	llipu’tapalli	llipu’tapalli	ʎ i p u ʔ t a p a ʎ i		1433		Cahuapanan	Cahuapanan	5 7 1 7 1 1 7 1 7 5 7	AXBYMBYBYBZ	LIPYHTAPALI	21	21.L.C 21.I.V 21.P.C 21.Y.V 21.H.c 21.T.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ʎipuʔtapaʎi	0	2469	4107	ʎ i p u ʔ t a p a ʎ i	ʎ i p u ʔ t a p a ʎ i	c v c v c c v c v c v
3607	73_tohit	to hit	Shuar	Shuar	awat-’	awat-’	a w a t + i		1433		Chicham	Chicham	7 6 7 1 9 7	XBYN_X	AWAT_I	22	22.A.V 22.W.C 22.A.V 22.T.c 22._._ 22.I.V	1.5 1.75 1.3 0.8 0.0 1.5	awat+i	0	2463	4100 4108	a w a t - - - - - + i	a w a t + i	v c v c + v
4003	73_tohit	to hit	Urarina	Urarina	t̪ijeit̪un̪ãã́	t̪ijeit̪un̪ãã́	t i j e i t u n a a		1433		Urarina	Isolate	1 7 6 7 7 1 7 4 7 7	AXBYYBYBYZ	TIJEITYNAA	26	26.T.C 26.I.V 26.J.C 26.E.V 26.I.V 26.T.C 26.Y.V 26.N.C 26.A.V 26.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 0.8	tijeitunaa	0	2471	4110	t i j e i t u n a a	t i j e i t u n a a	c v c v v c v c v v
4168	73_tohit	to hit	Wampis	Huambisa	awatat	awatat	a w a t a t		1433		Chicham	Chicham	7 6 7 1 7 1	XBYBYN	AWATAT	27	27.A.V 27.W.C 27.A.V 27.T.C 27.A.V 27.T.c	1.5 1.75 1.3 1.75 1.3 0.8	awatat	0	2463	4100	a w a t - a t - -	a w a t a t	v c v c v c
4394	73_tohit	to hit	Yagua	Yagua	suwatyi_riwa	suwatyi_riwa	s u w a tʲ i + r i w a		1433		Peba-Yagua	Peba-Yagua	3 7 6 7 1 7 9 5 7 6 7	AXBYBZ_AXBZ	SYWATI_RIWA	32	32.S.C 32.Y.V 32.W.C 32.A.V 32.T.C 32.I.V 32._._ 32.R.C 32.I.V 32.W.C 32.A.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	suwatʲi+riwa	0	2473	4106 4114	s u w a tʲ i + r i w a	s u w a tʲ i + r i w a	c v c v c v + c v c v
4395	73_tohit	to hit	Yagua	Yagua	suwañi	suwañi	s u w a ɲ i		1433		Peba-Yagua	Peba-Yagua	3 7 6 7 4 7	AXBYBZ	SYWANI	32	32.S.C 32.Y.V 32.W.C 32.A.V 32.N.C 32.I.V	2.0 1.5 1.75 1.3 1.75 0.8	suwaɲi	0	2473	4106	s u w a ɲ i	s u w a ɲ i	c v c v c v
4606	73_tohit	to hit	Yanesha	Yanesha'	asöteɲet͡s	asöteɲet͡s	a s o t e ɲ e ts		1433		Arawakan	Arawakan	7 3 7 1 7 4 7 2	XBYBYBYN	ASUTENEC	34	34.A.V 34.S.C 34.U.V 34.T.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	asoteɲets	0	2474	4115	a s o t e ɲ e ts	a s o t e ɲ e ts	v c v c v c v c
4711	73_tohit	to hit	Zaparo	Záparo	apinyu	apinyu	a p i ɲ u		1433		Zaparoan	Zaparoan	7 1 7 4 7	XBYBZ	APINY	35	35.A.V 35.P.C 35.I.V 35.N.C 35.Y.V	1.5 1.75 1.3 1.75 0.8	apiɲu	0	2475	4116	a p i ɲ u	a p i ɲ u	v c v c v
74	74_toholdinhand	to hold (in hand)	Iquito	Iquito	kasiráani	kasiráani	k a s i r aː n i		1448	hold	Zaparoan	Zaparoan	1 7 3 7 5 7 4 7	AXBYBYBZ	KASIRANI	11	11.K.C 11.A.V 11.S.C 11.I.V 11.R.C 11.A.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kasiraːni	0	2478	4130	k a s i r aː n i	k a s i r aː n i	c v c v c v c v
239	74_toholdinhand	to hold (in hand)	Ticuna	Ticuna	ngî	ngî	ŋ i		1448	hold	Ticuna-Yuri	Ticuna-Yuri	4 7	AX	NI	25	25.N.C 25.I.V	2.0 1.5	ŋi	0	2481	4135	ŋ i	ŋ i	c v
572	74_toholdinhand	to hold (in hand)	Ocaina	Ocaina	an̥aaβɯta	an̥aaβɯta	a n̥ aː β ɯ t a		1448		Huitotoan	Huitotoan	7 4 7 3 7 1 7	XBYBYBZ	ANABITA	16	16.A.V 16.N.C 16.A.V 16.B.C 16.I.V 16.T.C 16.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	an̥aːβɯta	0	2479	4132	a n̥ aː β ɯ t a	a n̥ aː β ɯ t a	v c v c v c v
742	74_toholdinhand	to hold (in hand)	Resigaro	Resígaro	eke kʰú	eke kʰú	e k e + kʰ u		1448		Arawakan	Arawakan	7 1 7 9 1 7	XBZ_AX	EKE_KY	20	20.E.V 20.K.C 20.E.V 20._._ 20.K.C 20.Y.V	1.5 1.75 0.8 0.0 2.0 1.5	eke+kʰu	0	2480	4133 4134	e k e + kʰ u	e k e + kʰ u	v c v + c v
963	74_toholdinhand	to hold (in hand)	WitotoMinica	Minica Huitoto	moθíɲote	moθíɲote	m o θ i ɲ o t e		1448		Huitotoan	Huitotoan	4 7 3 7 4 7 1 7	AXBYBYBZ	MUDINUTE	29	29.M.C 29.U.V 29.D.C 29.I.V 29.N.C 29.U.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	moθiɲote	0	2484	4138	m o θ i ɲ o t e	m o θ i ɲ o t e	c v c v c v c v
1171	74_toholdinhand	to hold (in hand)	WitotoMurui	Murui Huitoto	moθide	moθide	m o θ i d e		1448		Huitotoan	Huitotoan	4 7 3 7 1 7	AXBYBZ	MUDITE	30	30.M.C 30.U.V 30.D.C 30.I.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	moθide	0	2484	4138	m o θ i - - d e	m o θ i d e	c v c v c v
1172	74_toholdinhand	to hold (in hand)	WitotoMurui	Murui Huitoto	dubade	dubade	d u b a d e		1448		Huitotoan	Huitotoan	1 7 1 7 1 7	AXBYBZ	TYPATE	30	30.T.C 30.Y.V 30.P.C 30.A.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	dubade	0	2487	4141	d u b a d e	d u b a d e	c v c v c v
1377	74_toholdinhand	to hold (in hand)	WitotoNipode	Nüpode Huitoto	motíde	motíde	m o t i d e		1448		Huitotoan	Huitotoan	4 7 1 7 1 7	AXBYBZ	MUTITE	31	31.M.C 31.U.V 31.T.C 31.I.V 31.T.C 31.E.V	2.0 1.5 1.75 1.3 1.75 0.8	motide	0	2484	4138	m o t i - - d e	m o t i d e	c v c v c v
2708	74_toholdinhand	to hold (in hand)	Bora	Bora	ihkʰʲa	ihkʰʲa	i h kʰʲ a		1448		Boran	Boran	7 3 1 7	XMBZ	IHKA	5	5.I.V 5.H.c 5.K.C 5.A.V	1.5 1.1 1.75 0.8	ihkʰʲa	0	2477	4129	i h kʰʲ a	i h kʰʲ a	v c c v
2709	74_toholdinhand	to hold (in hand)	Muinane	Muinane	ikka-ʔi	ikka-ʔi	i k k a + ʔ i		1448		Boran	Boran	7 1 1 7 9 1 7	XMBZ_AX	IKKA_HI	14	14.I.V 14.K.c 14.K.C 14.A.V 14._._ 14.H.C 14.I.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5	ikka+ʔi	0	2477	4129 4131	i k k a + ʔ i	i k k a + ʔ i	v c c v + c v
2806	74_toholdinhand	to hold (in hand)	AchuarShiwiar	Achuar	ayáarai túsar achíktin	ayáarai túsar achíktin	a j aː r ɨi + t u s a r + a tʃ i k t i n		1448		Chicham	Chicham	7 6 7 5 7 9 1 7 3 7 5 9 7 1 7 1 1 7 4	XBYBZ_AXBYN_XBYMBYN	AJARI_TYSAR_ATIKTIN	1	1.A.V 1.J.C 1.A.V 1.R.C 1.I.V 1._._ 1.T.C 1.Y.V 1.S.C 1.A.V 1.R.c 1._._ 1.A.V 1.T.C 1.I.V 1.K.c 1.T.C 1.I.V 1.N.c	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8 0.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	ajaːrɨi+tusar+atʃiktin	0	2476	4126 4127 4128	a j aː r ɨi + t u s a r + a tʃ i k t i n	a j aː r ɨi + t u s a r + a tʃ i k t i n	v c v c v + c v c v c + v c v c c v c
3992	74_toholdinhand	to hold (in hand)	Urarina	Urarina	s̪iitʃaá	s̪iitʃaá	s i i tʃ a a		1448		Urarina	Isolate	3 7 7 1 7 7	AXYBYZ	SIITAA	26	26.S.C 26.I.V 26.I.V 26.T.C 26.A.V 26.A.V	2.0 1.5 1.3 1.75 1.3 0.8	siitʃaa	0	2482	4136	s i i tʃ a a	s i i tʃ a a	c v v c v v
4183	74_toholdinhand	to hold (in hand)	Wampis	Huambisa	achinat	achinat	a tʃ i n a t		1448		Chicham	Chicham	7 1 7 4 7 1	XBYBYN	ATINAT	27	27.A.V 27.T.C 27.I.V 27.N.C 27.A.V 27.T.c	1.5 1.75 1.3 1.75 1.3 0.8	atʃinat	0	2483	4137	a tʃ i n a t	a tʃ i n a t	v c v c v c
4392	74_toholdinhand	to hold (in hand)	Yagua	Yagua	sasa̠	sasa̠	s a s a		1448		Peba-Yagua	Peba-Yagua	3 7 3 7	AXBZ	SASA	32	32.S.C 32.A.V 32.S.C 32.A.V	2.0 1.5 1.75 0.8	sasa	0	2485	4139	s a s a	s a s a	c v c v
4602	74_toholdinhand	to hold (in hand)	Yanesha	Yanesha'	ɻemweɲet͡s	ɻemweɲet͡s	ɻ e m w e ɲ e ts		1448		Arawakan	Arawakan	5 7 4 6 7 4 7 2	AXBCYBYN	REMWENEC	34	34.R.C 34.E.V 34.M.C 34.W.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	ɻemweɲets	0	2486	4140	ɻ e m w e ɲ e ts	ɻ e m w e ɲ e ts	c v c c v c v c
76	76_tohuntgame	to hunt (game)	Iquito	Iquito	aamɨ́yààkíìnì	aamɨ́yààkíìnì	aː m ɨ j aː k iː n i		1435		Zaparoan	Zaparoan	7 4 7 6 7 1 7 4 7	XBYBYBYBZ	AMIJAKINI	11	11.A.V 11.M.C 11.I.V 11.J.C 11.A.V 11.K.C 11.I.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	aːmɨjaːkiːni	0	2490	4150	aː m ɨ j aː k iː n i	aː m ɨ j aː k iː n i	v c v c v c v c v
241	76_tohuntgame	to hunt (game)	Ticuna	Ticuna	fènǖē	fènǖē	kʷ e n ɯ e		1435	hunt	Ticuna-Yuri	Ticuna-Yuri	1 7 4 7 7	AXBYZ	KENIE	25	25.K.C 25.E.V 25.N.C 25.I.V 25.E.V	2.0 1.5 1.75 1.3 0.8	kʷenɯe	0	2495	4157	kʷ e n ɯ e	kʷ e n ɯ e	c v c v v
2729	76_tohuntgame	to hunt (game)	Bora	Bora	tʰaaβa	tʰaaβa	tʰ a a β a		1435		Boran	Boran	1 7 7 3 7	AXYBZ	TAABA	5	5.T.C 5.A.V 5.A.V 5.B.C 5.A.V	2.0 1.5 1.3 1.75 0.8	tʰaaβa	0	2488	4147	- - tʰ a a β a	tʰ a a β a	c v v c v
2730	76_tohuntgame	to hunt (game)	Muinane	Muinane	tááβa-ʔi	tááβa-ʔi	t a a β a + ʔ i		1435		Boran	Boran	1 7 7 3 7 9 1 7	AXYBZ_AX	TAABA_HI	14	14.T.C 14.A.V 14.A.V 14.B.C 14.A.V 14._._ 14.H.C 14.I.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	taaβa+ʔi	0	2488	4147 4153	- - t a a β a + ʔ i	t a a β a + ʔ i	c v v c v + c v
3428	76_tohuntgame	to hunt (game)	Shiwilu	Jebero	yunek’apalli	yunek’apalli	j u n ə ˀk ʔ a p a ʎ i		1435		Cahuapanan	Cahuapanan	6 7 4 7 1 1 7 1 7 5 7	AXBYMBYBYBZ	JYNEKHAPALI	21	21.J.C 21.Y.V 21.N.C 21.E.V 21.K.c 21.H.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	junəˀkʔapaʎi	0	2493	4154	j u n ə ˀk ʔ a p a ʎ i	j u n ə ˀk ʔ a p a ʎ i	c v c v c c v c v c v
3609	76_tohuntgame	to hunt (game)	Shuar	Shuar	eám-ka	eám-ka	ɨ a m + k a		1435		Chicham	Chicham	7 7 4 9 1 7	XYN_AX	IAM_KA	22	22.I.V 22.A.V 22.M.c 22._._ 22.K.C 22.A.V	1.5 1.3 0.8 0.0 2.0 1.5	ɨam+ka	0	2494	4155 4156	ɨ a m + k a	ɨ a m + k a	v v c + c v
3989	76_tohuntgame	to hunt (game)	Urarina	Urarina	n̪ẽs̪ad̺ĩɲã́	n̪ẽs̪ad̺ĩɲã́	n e s a d i ɲ a		1435		Urarina	Isolate	4 7 3 7 1 7 4 7	AXBYBYBZ	NESATINA	26	26.N.C 26.E.V 26.S.C 26.A.V 26.T.C 26.I.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nesadiɲa	0	2496	4158	n e s a d i ɲ a	n e s a d i ɲ a	c v c v c v c v
4167	76_tohuntgame	to hunt (game)	Wampis	Huambisa	eakmat	eakmat	e a k m a t		1435		Chicham	Chicham	7 7 1 4 7 1	XYBCYN	EAKMAT	27	27.E.V 27.A.V 27.K.C 27.M.C 27.A.V 27.T.c	1.5 1.3 1.75 1.5 1.3 0.8	eakmat	0	2497	4159	e a k m a t	e a k m a t	v v c c v c
4378	76_tohuntgame	to hunt (game)	Yagua	Yagua	yadapu	yadapu	j a d a p u		1435		Peba-Yagua	Peba-Yagua	6 7 1 7 1 7	AXBYBZ	JATAPY	32	32.J.C 32.A.V 32.T.C 32.A.V 32.P.C 32.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	jadapu	0	2488	4147	j a d - a p u	j a d a p u	c v c v c v
4382	76_tohuntgame	to hunt (game)	Yagua	Yagua	dapu	dapu	d a p u		1435		Peba-Yagua	Peba-Yagua	1 7 1 7	AXBZ	TAPY	32	32.T.C 32.A.V 32.P.C 32.Y.V	2.0 1.5 1.75 0.8	dapu	0	2488	4147	- - d - a p u	d a p u	c v c v
4589	76_tohuntgame	to hunt (game)	Yanesha	Yanesha'	ʃoteɲet͡s	ʃoteɲet͡s	ʃ o t e ɲ e ts		1435		Arawakan	Arawakan	3 7 1 7 4 7 2	AXBYBYN	SUTENEC	34	34.S.C 34.U.V 34.T.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʃoteɲets	0	2498	4160	ʃ o t e ɲ e ts	ʃ o t e ɲ e ts	c v c v c v c
80	82_tokill	to kill	Iquito	Iquito	aamúuni	aamúuni	aː m uː n i		1417	kill	Zaparoan	Zaparoan	7 4 7 4 7	XBYBZ	AMYNI	11	11.A.V 11.M.C 11.Y.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 0.8	aːmuːni	1	2500	4167	aː m uː n i	aː m uː n i	v c v c v
246	82_tokill	to kill	Ticuna	Ticuna	dài	dài	d a i		1417	kill (pl.)	Ticuna-Yuri	Ticuna-Yuri	1 7 7	AXZ	TAI	25	25.T.C 25.A.V 25.I.V	2.0 1.5 0.8	dai	0	2513	4188	d a i	d a i	c v v
247	82_tokill	to kill	Ticuna	Ticuna	ma̰	ma̰	m a		1417	kill (sg.)	Ticuna-Yuri	Ticuna-Yuri	4 7	AX	MA	25	25.M.C 25.A.V	2.0 1.5	ma	0	2499	4166	m a - - - - -	m a	c v
483	82_tokill	to kill	Ocaina	Ocaina	ɯrá ɲa hanɯ́ɯ́ta	ɯrá ɲa hanɯ́ɯ́ta	ɯ r a + ɲ a + h a n ɯː t a		1417		Huitotoan	Huitotoan	7 5 7 9 4 7 9 3 7 4 7 1 7	XBZ_AX_AXBYBZ	IRA_NA_HANITA	16	16.I.V 16.R.C 16.A.V 16._._ 16.N.C 16.A.V 16._._ 16.H.C 16.A.V 16.N.C 16.I.V 16.T.C 16.A.V	1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ɯra+ɲa+hanɯːta	0	2509	4180 4181 4182	ɯ r a + ɲ a + h a n ɯː t a	ɯ r a + ɲ a + h a n ɯː t a	v c v + c v + c v c v c v
673	82_tokill	to kill	Resigaro	Resígaro	kainée kʰú	kainée kʰú	k a i n eː + kʰ u		1417		Arawakan	Arawakan	1 7 7 4 7 9 1 7	AXYBZ_AX	KAINE_KY	20	20.K.C 20.A.V 20.I.V 20.N.C 20.E.V 20._._ 20.K.C 20.Y.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	kaineː+kʰu	0	2511	4184 4185	k a i n eː + kʰ u	k a i n eː + kʰ u	c v v c v + c v
869	82_tokill	to kill	WitotoMinica	Minica Huitoto	méinete	méinete	m e i n e t e		1417		Huitotoan	Huitotoan	4 7 7 4 7 1 7	AXYBYBZ	MEINETE	29	29.M.C 29.E.V 29.I.V 29.N.C 29.E.V 29.T.C 29.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	meinete	0	2516	4191	m e i n e t e	m e i n e t e	c v v c v c v
1083	82_tokill	to kill	WitotoMurui	Murui Huitoto	meinete	meinete	m ei n e t e		1417		Huitotoan	Huitotoan	4 7 4 7 1 7	AXBYBZ	MENETE	30	30.M.C 30.E.V 30.N.C 30.E.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	meinete	0	2516	4191	m ei - n e t e	m ei n e t e	c v c v c v
1288	82_tokill	to kill	WitotoNipode	Nüpode Huitoto	méineɗe	méineɗe	m e i n e ɗ e		1417		Huitotoan	Huitotoan	4 7 7 4 7 1 7	AXYBYBZ	MEINETE	31	31.M.C 31.E.V 31.I.V 31.N.C 31.E.V 31.T.C 31.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	meineɗe	0	2516	4191	m e i n e ɗ e	m e i n e ɗ e	c v v c v c v
1444	82_tokill	to kill	Aguaruna	Aguaruna	maut	maut	m oʊ t		1417		Chicham	Chicham	4 7 1	AXN	MUT	2	2.M.C 2.U.V 2.T.c	2.0 1.5 0.8	moʊt	0	2499	4166	m oʊ t - - - -	m oʊ t	c v c
