ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	FAMILY	COGID	COGIDS	MORPHEMES	BORROWING
3616	Omurano	big	lē̠tḗ̠	lē̠tḗ̠	l !ē̠/e t !ḗ̠/e	Tessmann: groß	Omurano	0			
3693	Yameo	big	stẽri	stẽri	s t !ẽ/e r i	Tessmann: groß	Peba-Yagua	0			
3715	Urarina	big	t̪as̪iṹhũĩ	t̪as̪iṹhũĩ	t a s i !ṹ/u h !ũ/u !ĩ/i		Urarina	0			
3913	Wampis	big	uun	uun	u u n		Chicham	0			
4238	Yagua	big	jamura	jamura	h a m u r a		Peba-Yagua	0			
4453	Yanesha	big	ataɻ	ataɻ	a t a ɻ		Arawakan	0			
4487	Zaparo	big	kɨraka	kɨraka	k ɨ r a k a		Zaparoan	0			
13	Iquito	bird	iíwaasi	iíwaasi	!ií/iː w aː s i	bird	Zaparoan	0			
254	Ocaina	bird	tʲaɸon̥õhɯ̃́ʔ ããʔtsi	tʲaɸon̥õhɯ̃́ʔ ããʔtsi	tʲ a ɸ o n̥ !õ/o h !ɯ̃́/ɯ ʔ + !ãã/aː ʔ ts i		Huitotoan	0			
255	Ocaina	bird	aɸótsoji	aɸótsoji	a ɸ !ó/o ts o j i		Huitotoan	0			
256	Ocaina	bird	dʲáʔiiʔta	dʲáʔiiʔta	dʲ !á/a ʔ iː ʔ t a		Huitotoan	0			
488	Resigaro	bird	koʔpíidú	koʔpíidú	k o ʔ p !íi/iː d !ú/u		Arawakan	0			
668	WitotoMinica	bird	óɸokuiɲo	óɸokuiɲo	!ó/o ɸ o k u i ɲ o		Huitotoan	0			
669	WitotoMinica	bird	ʤámaikuiɲo	ʤámaikuiɲo	dʒ !á/a m a i k u i ɲ o		Huitotoan	0			
886	WitotoMurui	bird	oɸokuiɲo	oɸokuiɲo	o ɸ o k ui ɲ o		Huitotoan	0			
887	WitotoMurui	bird	θiʤi	θiʤi	θ i dʒ i		Huitotoan	0			
1091	WitotoNipode	bird	íguiʤɯkoɯ	íguiʤɯkoɯ	!í/i g u i dʒ ɯ k o ɯ		Huitotoan	0			
1264	Aguaruna	bird	piʃak	piʃak	p i ʃ a k		Chicham	0			
1397	Arabela	bird	ʃijoj̃ua	ʃijoj̃ua	ʃ i h o !h̃/h u a		Zaparoan	0			
1638	Chayahuita	bird	inaiɾa	inaiɾa	i n a i ɾ a		Cahuapanan	0			
1765	Muniche	bird	mitʃiʔi	mitʃiʔi	m i tʃ i ʔ i		Muniche	0			
1885	Taushiro	bird	tʃiju	tʃiju	tʃ i j u		Taushiro	0			
1988	Waorani	bird	ajabõ	ajabõ	a j a b !õ/o		Waorani	0			
2572	AchuarShiwiar	bird	nanámtin	nanámtin	n a n !á/a m t i n		Chicham	0			
2757	Andoa	bird	pishyáno	pishyáno	p i ʃ j !á/a n o		Zaparoan	0			
2796	Canichana	bird	ni-melu	ni-melu	n i + m e l u	ni = ABS	Canichana	0			
2890	Juri	bird	rhicopy	rhicopy	ɾ ʔ i c o pʲ	Martius: avis	Ticuna-Yuri	0			
2891	Juri	bird	récapu	récapu	ɾ !é/e c a p u	Martius: avis	Ticuna-Yuri	0			
3034	Coeruna	bird	öhockgömö	öhockgömö	!ö/o ʔ o k g !ö/o m !ö/o	Martius: avis	Huitotoan	0			
3131	MiranhaCarapana-Tapuya	bird	thohóa	thohóa	t o ʔ !ó/o a	Martius: avis	Huitotoan	0			
3202	Shiwilu	bird	ilanser’	ilanser’	i l a n s ə ˀr		Cahuapanan	0			
3381	Shuar	bird	nanamtin	nanamtin	n a n a m t i n		Chicham	0			
3722	Urarina	bird	t̪ahaé	t̪ahaé	t a h a !é/e		Urarina	0			
3933	Wampis	bird	nanamtin	nanamtin	n a n a m t i n		Chicham	0			
4086	Yagua	bird	wiche	wiche	w i tʃ e		Peba-Yagua	0			
4263	Yanesha	bird	otʲ	otʲ	o tʲ		Arawakan	0			
4488	Zaparo	bird	pishaka	pishaka	p i ʃ a k a		Zaparoan	0			
15	Iquito	black	sapatina	sapatina	s a p a t i n a	black	Zaparoan	0			
311	Ocaina	black	hɯʔtóóʔɸɯ	hɯʔtóóʔɸɯ	h ɯ ʔ t !óó/oː ʔ ɸ ɯ		Huitotoan	0			
519	Resigaro	black	tsapʰóʔ	tsapʰóʔ	td a pʰ !ó/o ʔ		Arawakan	0			
708	WitotoMinica	black	hítɯrede	hítɯrede	h !í/i t ɯ !r/ɾ e d e		Huitotoan	0			
924	WitotoMurui	black	hitɯrede	hitɯrede	h i t ɯ r e d e		Huitotoan	0			
1130	WitotoNipode	black	híɗɯrede	híɗɯrede	h !í/i ɗ ɯ !r/ɾ e d e		Huitotoan	0			
1266	Aguaruna	black	bukusɨa	bukusɨa	b ʊ k ʊ s ɨ a		Chicham	0			
1399	Arabela	black	mueɾuuka	mueɾuuka	m u e ɾ uː k a		Zaparoan	0			
1530	Candoshi-Shapra	black	kantsiaɾpi	kantsiaɾpi	k a n ts i a ɾ p i		Candoshi-Shapra	0			
1640	Chayahuita	black	yaɾaton	yaɾaton	j a ɾ a t o n		Cahuapanan	0			
1767	Muniche	black	aʂtu	aʂtu	a ʂ t u		Muniche	0			
1990	Waorani	black	wẽtabõ	wẽtabõ	w !ẽ/e t a b !õ/o		Waorani	0			
2273	Proto-Bora-Muinane	black	kɨβo-	kɨβo-	k ɨ β o			0			
2274	Bora	black	kʰɯɯ́βe-ne	kʰɯɯ́βe-ne	kʰ ɯ !ɯ́/ɯ β e + n e		Boran	0			
2275	Muinane	black	kɨ́βo-no	kɨ́βo-no	k !ɨ́/ɨ β o + n o		Boran	0			
2574	AchuarShiwiar	black	shuwín	shuwín	ʃ u w !í/i n	Because of order of the entries: jimpiách,kimpí,jákach,jákich,tuntúru,tuntú	Chicham	0			
2758	Andoa	black	miróshija	miróshija	m i r !ó/o ʃ i h a		Zaparoan	0			
2797	Canichana	black	nim-kaara	nim-kaara	n i m + k a a ɾ a		Canichana	0			
2955	Juri	black	tschuhí	tschuhí	dʒ u ʔ !í/i	Martius: niger	Ticuna-Yuri	0			
2956	Juri	black	suy	suy	s u j	Martius: niger	Ticuna-Yuri	0			
2957	Juri	black	tuyí	tuyí	t u j !í/i	Martius: niger	Ticuna-Yuri	0			
3063	Coeruna	black	coghohomö	coghohomö	k o g o ʔ o m !ö/o	Martius: niger, a, um	Huitotoan	0			
3109	Pebas	black	michalay	michalay	m i tʃ a l a j	Martius: niger	Peba-Yagua	0			
3159	MiranhaCarapana-Tapuya	black	seckumé	seckumé	s e k u m !é/e	Martius: niger	Huitotoan	0			
3204	Shiwilu	black	ker’	ker’	kˀ ə ˀr		Cahuapanan	0			
3383	Shuar	black	mukusa	mukusa	m u k u s a		Chicham	0			
3567	Chibito	black	utsálmana	utsálmana	u ts !á/a l m a n a	Tessmann: schwarz	Hibito-Cholon	0			
3586	Omurano	black	pitšama	pitšama	p i tʃ a m a	Tessmann: schwarz	Omurano	0			
3645	Tequiraca	black	lō'āk	lō'āk	l !ō/o !ā/a k	Tessmann: schwarz	Aewa	0			
3658	Yameo	black	kašelắ	kašelắ	k a ʃ e l !ắ/a	Tessmann: schwarz	Peba-Yagua	0			
3719	Urarina	black	hiʰtʃuhuái	hiʰtʃuhuái	h !iʰ/i̤ tʃ u h u !á/a i		Urarina	0			
4050	Wampis	black	mukusa	mukusa	m u k u s a		Chicham	0			
4225	Yagua	black	wadaku	wadaku	w a d a k u		Peba-Yagua	0			
4437	Yanesha	black	keʎʷe; jenanen	keʎʷe	k e ʎʷ e		Arawakan	0			
4438	Yanesha	black	keʎʷe; jenanen	jenanen	j e n a n e n		Arawakan	0			
4490	Zaparo	black	kakɨka	kakɨka	k a k ɨ k a		Zaparoan	0			
16	Iquito	blood	májaaka	májaaka	m !á/a h aː k a	blood	Zaparoan	0			
213	Ocaina	blood	tsihĩ́ĩ́	tsihĩ́ĩ́	ts i h !ĩ́ĩ́/iː		Huitotoan	0			
461	Resigaro	blood	iídú	iídú	!ií/iː d !ú/u		Arawakan	0			
638	WitotoMinica	blood	dɯ́e	dɯ́e	d !ɯ́/ɯ e		Huitotoan	0			
855	WitotoMurui	blood	dɯe	dɯe	d ɯ e		Huitotoan	0			
856	WitotoMurui	blood	dɯrue	dɯrue	d ɯ r u e		Huitotoan	0			
1064	WitotoNipode	blood	dɯ́e	dɯ́e	d !ɯ́/ɯ e		Huitotoan	0			
1267	Aguaruna	blood	numpa	numpa	n ʊ m p a		Chicham	0			
1400	Arabela	blood	nanaka	nanaka	n a n a k a		Zaparoan	0			
1531	Candoshi-Shapra	blood	koɾaasi	koɾaasi	k o ɾ aː s i		Candoshi-Shapra	0			
1641	Chayahuita	blood	wɨnaiʔ	wɨnaiʔ	w ɨ n a i ʔ		Cahuapanan	0			
1768	Muniche	blood	tʃaʔsiɾa	tʃaʔsiɾa	tʃ a ʔ s i ɾ a		Muniche	0			
1887	Taushiro	blood	aʔtaʔ	aʔtaʔ	a ʔ t a ʔ		Taushiro	0			
1991	Waorani	blood	wepæ̃	wepæ̃	w e p !æ̃/æ		Waorani	0			
2129	Proto-Bora-Muinane	blood	tɨɨ	tɨɨ	t ɨ ɨ			0			
2130	Bora	blood	tʰɯ́-hpʰakʰʲo	tʰɯ́-hpʰakʰʲo	tʰ !ɯ́/ɯ + h pʰ a kʰʲ o		Boran	0			
2131	Muinane	blood	tɨ́ɨ́-hóʔo	tɨ́ɨ́-hóʔo	t !ɨ́/ɨ !ɨ́/ɨ + h !ó/o ʔ o		Boran	0			
2307	Proto-Bora-Muinane	blood	tɨɨ-	tɨɨ-	t ɨ ɨ			0			
2308	Bora	blood	tʰɯ́-hpʰakʰʲo	tʰɯ́-hpʰakʰʲo	tʰ !ɯ́/ɯ + h pʰ a kʰʲ o		Boran	0			
2309	Muinane	blood	tɨ́ɨ́-hóʔo	tɨ́ɨ́-hóʔo	t !ɨ́/ɨ !ɨ́/ɨ + h !ó/o ʔ o		Boran	0			
2575	AchuarShiwiar	blood	númpa	númpa	n !ú/u m p a		Chicham	0			
2798	Canichana	blood	eu-ghab	eu-ghab	e u + g h a b	eu = 1SG	Canichana	0			
2989	Juri	blood	naigonihi	naigonihi	n a i g o n i ʔ i	Martius: sanguis	Ticuna-Yuri	0			
2990	Juri	blood	ükon-ia	ükon-ia	ɨ k o n + i a	Martius: sanguis	Ticuna-Yuri	0			
2991	Juri	blood	ehcóni eri	ehcóni eri	e ʔ c !ó/o n i + e ɾ i	Martius: sanguis	Ticuna-Yuri	0			
3077	Coeruna	blood	gorüŭnă	gorüŭnă	g o ɾ ɨ !ŭ/u n !ă/a	Martius: sanguis	Huitotoan	0			
3174	MiranhaCarapana-Tapuya	blood	gatzegánni	gatzegánni	g a dz e g !á/a n n i	Martius: sanguis	Huitotoan	0			
3205	Shiwilu	blood	ukladek	ukladek	u k l a ð ə ˀk		Cahuapanan	0			
3384	Shuar	blood	numpa	numpa	n u m p a		Chicham	0			
3596	Omurano	blood	lána	lána	l !á/a n a	Tessmann: Blut	Omurano	0			
3669	Yameo	blood	inē̠alá	inē̠alá	i n !ē̠/e a l !á/a	Tessmann: Blut	Peba-Yagua	0			
3711	Urarina	blood	kujtʃan̪ã́	kujtʃan̪ã́	k u j tʃ a n !̪ã́/a		Urarina	0			
3950	Wampis	blood	numpa	numpa	n u m p a		Chicham	0			
4123	Yagua	blood	day	day	d a j		Peba-Yagua	0			
4314	Yanesha	blood	poʀas / ʀasot͡s	poʀas	p o ʀ a s		Arawakan	0			
4315	Yanesha	blood	poʀas / ʀasot͡s	ʀasot͡s	ʀ a s o ts		Arawakan	0			
4491	Zaparo	blood	nanaka	nanaka	n a n a k a		Zaparoan	0			
19	Iquito	bone	niiki	niiki	n iː k i	bone	Zaparoan	0			
212	Ocaina	bone	ɲõʔṍṍʔkoβo	ɲõʔṍṍʔkoβo	ɲ !õ/o ʔ !ṍṍ/oː ʔ k o β o		Huitotoan	0			
460	Resigaro	bone	aápí	aápí	!aá/aː p !í/i		Arawakan	0			
637	WitotoMinica	bone	íkuru	íkuru	!í/i k u !r/ɾ u		Huitotoan	0			
854	WitotoMurui	bone	iʤaikɯ	iʤaikɯ	i dʒ ai k ɯ		Huitotoan	0			
1063	WitotoNipode	bone	íkuru	íkuru	!í/i k u !r/ɾ u		Huitotoan	0			
1270	Aguaruna	bone	ukuntʃ	ukuntʃ	ʊ k ʊ n tʃ		Chicham	0			
1403	Arabela	bone	nukw	nukw	n u k u		Zaparoan	0			
1533	Candoshi-Shapra	bone	napitʃ	napitʃ	n a p i tʃ		Candoshi-Shapra	0			
1643	Chayahuita	bone	nansɨ	nansɨ	n a n s ɨ		Cahuapanan	0			
1770	Muniche	bone	stipi	stipi	s t i p i		Muniche	0			
1890	Taushiro	bone	huʔ	huʔ	h u ʔ		Taushiro	0			
1993	Waorani	bone	babẽ	babẽ	b a b !ẽ/e		Waorani	0			
2126	Proto-Bora-Muinane	bone	bakkɨ	bakkɨ	b a k k ɨ			0			
2127	Bora	bone	páhkʰɯɯ́	páhkʰɯɯ́	p !á/a h kʰ ɯ !ɯ́/ɯ		Boran	0			
2128	Muinane	bone	bákkɨ	bákkɨ	b !á/a k k ɨ		Boran	0			
2577	AchuarShiwiar	bone	kúnch	kúnch	k !ú/u n tʃ	Phonological alternation: ukúnch	Chicham	0			
2973	Juri	bone	niano	niano	n i a n o	Martius: os, ossis	Ticuna-Yuri	0			
2974	Juri	bone	(tcho) uinó	uinó	u i n !ó/o	Martius: os, ossis	Ticuna-Yuri	0			
3069	Coeruna	bone	gottövúna	gottövúna	g o t t !ö/o v !ú/u n a	Martius: os, ossis	Huitotoan	0			
3166	MiranhaCarapana-Tapuya	bone	nackóo	nackóo	n a k !ó/o o	Martius: os, ossis	Huitotoan	0			
3207	Shiwilu	bone	lansi’	lansi’	l a n s i ʔ		Cahuapanan	0			
3386	Shuar	bone	ukunch’	ukunch’	u k u n tʃ i		Chicham	0			
3595	Omurano	bone	anaī́	anaī́	a n a !ī́/i	Tessmann: Knochen	Omurano	0			
3668	Yameo	bone	elitē̠alŏ́	elitē̠alŏ́	e l i t !ē̠/e a l !ŏ́/o	Tessmann: Knochen	Peba-Yagua	0			
3729	Urarina	bone	bɨʰkɨ́, ebɨʰkɨ́	bɨʰkɨ́	b !ɨʰ/ɨ̤ k !ɨ́/i		Urarina	0			
3730	Urarina	bone	bɨʰkɨ́, ebɨʰkɨ́	ebɨʰkɨ́	e b !ɨʰ/ɨ̤ k !ɨ́/i		Urarina	0			
3951	Wampis	bone	ukunch	ukunch	u k u n tʃ		Chicham	0			
4117	Yagua	bone	sadu	sadu	s a d u		Peba-Yagua	0			
4306	Yanesha	bone	poenop	poenop	p o e n o p		Arawakan	0			
4492	Zaparo	bone	uku	uku	u k u		Zaparoan	0			
22	Iquito	child (young person rather than as relationship term)	maaya	maaya	m aː j a		Zaparoan	0			
400	Ocaina	child (young person rather than as relationship term)	xaβĩĩ	xaβĩĩ	x a β !ĩ/i !ĩ/i		Huitotoan	0			
577	Resigaro	child (young person rather than as relationship term)	ʤaánú	ʤaánú	dʒ !aá/aː n !ú/u		Arawakan	0			
785	WitotoMinica	child (young person rather than as relationship term)	úrue	úrue	!ú/u !r/ɾ u e		Huitotoan	0			
993	WitotoMurui	child (young person rather than as relationship term)	urue	urue	u r u e		Huitotoan	0			
1197	WitotoNipode	child (young person rather than as relationship term)	kɯníma	kɯníma	k ɯ n !í/i m a		Huitotoan	0			
1198	WitotoNipode	child (young person rather than as relationship term)	hítaru	hítaru	h !í/i t a !r/ɾ u		Huitotoan	0			
2580	AchuarShiwiar	child (young person rather than as relationship term)	úchi	úchi	!ú/u tʃ i		Chicham	0			
2799	Canichana	child (young person rather than as relationship term)	yemila chuchu	yemila chuchu	j e m i l a + tʃ u tʃ u		Canichana	0			
2935	Juri	child (young person rather than as relationship term)	uhé	uhé	u ʔ !é/e	Martius: infans	Ticuna-Yuri	0			
3104	Pebas	child (young person rather than as relationship term)	laira	laira	l ai ɾ a	Martius: infans	Peba-Yagua	0			
3210	Shiwilu	child (young person rather than as relationship term)	wila	wila	w i l a		Cahuapanan	0			
3389	Shuar	child (young person rather than as relationship term)	uchi	uchi	u tʃ i		Chicham	0			
3880	Urarina	child (young person rather than as relationship term)	kan̪ããn̪ãĩ́	kan̪ããn̪ãĩ́	k a n !̪ã/a !ã/a n !̪ã/a !ĩ́/i		Urarina	0			
3926	Wampis	child (young person rather than as relationship term)	uchi	uchi	u tʃ i		Chicham	0			
4099	Yagua	child (young person rather than as relationship term)	dera	dera	d e r a		Peba-Yagua	0			
4279	Yanesha	child (young person rather than as relationship term)	t͡ʃeʃa	t͡ʃeʃa	tʃ e ʃ a		Arawakan	0			
4493	Zaparo	child (young person rather than as relationship term)	takwapɨ	takwapɨ	t a kʷ a p ɨ	Niña: mɨaricha	Zaparoan	0			
23	Iquito	cloud	anajaka	anajaka	a n a h a k a	cloud or mist	Zaparoan	0			
231	Ocaina	cloud	haʔɸííʔo	haʔɸííʔo	h a ʔ ɸ !íí/iː ʔ o		Huitotoan	0			
232	Ocaina	cloud	haʔɸiʔojíína	haʔɸiʔojíína	h a ʔ ɸ i ʔ o j !íí/iː n a		Huitotoan	0			
233	Ocaina	cloud	tsohóʔɯʔxa	tsohóʔɯʔxa	ts o h !ó/o ʔ ɯ ʔ x a		Huitotoan	0			
520	Resigaro	cloud	iítsʰú	iítsʰú	!ií/iː tsʰ !ú/u		Arawakan	0			
709	WitotoMinica	cloud	úiʤɯe	úiʤɯe	!ú/u i dʒ ɯ e		Huitotoan	0			
925	WitotoMurui	cloud	uiʤɯe	uiʤɯe	ui dʒ ɯ e		Huitotoan	0			
1131	WitotoNipode	cloud	úiʤɯe	úiʤɯe	!ú/u i dʒ ɯ e		Huitotoan	0			
1272	Aguaruna	cloud	juhagkim	juhagkim	j ʊ h a ŋ k i m		Chicham	0			
1405	Arabela	cloud	naj̃aka	naj̃aka	n a !h̃/h a k a		Zaparoan	0			
1645	Chayahuita	cloud	ohistɨɾoʔ	ohistɨɾoʔ	o h i s t ɨ ɾ o ʔ		Cahuapanan	0			
1772	Muniche	cloud	ptʃi	ptʃi	p tʃ i		Muniche	0			
1995	Waorani	cloud	bogĩbã	bogĩbã	b o g !ĩ/i b !ã/a		Waorani	0			
2581	AchuarShiwiar	cloud	mukúnit	mukúnit	m u k !ú/u n i t		Chicham	0			
3110	Pebas	cloud	euré-euré	euré-euré	e u ɾ !é/e + e u ɾ !é/e	Martius: nubes	Peba-Yagua	0			
3390	Shuar	cloud	yuránkim	yuránkim	j u ɾ !á/a ŋ k i m		Chicham	0			
3678	Yameo	cloud	wápŏ'	wápŏ'	w !á/a p !ŏ/o	Tessmann: Wolke	Peba-Yagua	0			
3745	Urarina	cloud	d̪ed̪e saʰkád̺i	d̪ed̪e saʰkád̺i	d e d e + s !aʰ/a̤ k !á/a d i		Urarina	0			
4036	Wampis	cloud	yurankim	yurankim	j u r a n k i m		Chicham	0			
4148	Yagua	cloud	piryeradi	piryeradi	p i rʲ e r a d i		Peba-Yagua	0			
4351	Yanesha	cloud	oʰs	oʰs	o h s		Arawakan	0			
24	Iquito	cold (of weather)	sɨɨmɨ́ɨtìnà	sɨɨmɨ́ɨtìnà	s ɨː m !ɨ́ɨ/ɨː t !ì/i n !à/a		Zaparoan	0			
2582	AchuarShiwiar	cold (of weather)	tsetsék	tsetsék	ts ɨ ts !é/ɨ k		Chicham	0			
4054	Wampis	cold (of weather)	tsetsek	tsetsek	ts e ts e k		Chicham	0			
4219	Yagua	cold (of weather)	sudora	sudora	s u d o r a		Peba-Yagua	0			
4428	Yanesha	cold (of weather)	senet͡ʃ	senet͡ʃ	s e n e tʃ		Arawakan	0			
4494	Zaparo	cold (of weather)	shinyaka	shinyaka	ʃ i ɲ a k a		Zaparoan	0			
28	Iquito	day (opposite of night rather than time measure)	yaawɨ́ɨni	yaawɨ́ɨni	j aː w !ɨ́ɨ/ɨː n i	day	Zaparoan	0			
243	Ocaina	day (opposite of night rather than time measure)	mooɲ̥a	mooɲ̥a	m oː ɲ̥ a		Huitotoan	0			
244	Ocaina	day (opposite of night rather than time measure)	moɲ̥amó	moɲ̥amó	m o ɲ̥ a m !ó/o		Huitotoan	0			
480	Resigaro	day (opposite of night rather than time measure)	heeʔkó	heeʔkó	h eː ʔ k !ó/o		Arawakan	0			
659	WitotoMinica	day (opposite of night rather than time measure)	móna	móna	m !ó/o n a		Huitotoan	0			
877	WitotoMurui	day (opposite of night rather than time measure)	aremona	aremona	a r e m o n a		Huitotoan	0			
1082	WitotoNipode	day (opposite of night rather than time measure)	móna	móna	m !ó/o n a		Huitotoan	0			
1275	Aguaruna	day (opposite of night rather than time measure)	tsawan	tsawan	ts a w a n		Chicham	0			
1408	Arabela	day (opposite of night rather than time measure)	j̃uuka	j̃uuka	!h̃/h uː k a		Zaparoan	0			
1536	Candoshi-Shapra	day (opposite of night rather than time measure)	ʂaaɾi	ʂaaɾi	ʂ aː ɾ i		Candoshi-Shapra	0			
1647	Chayahuita	day (opposite of night rather than time measure)	tawɨɾi	tawɨɾi	t a w ɨ ɾ i		Cahuapanan	0			
1774	Muniche	day (opposite of night rather than time measure)	ɲuʔu	ɲuʔu	ɲ u ʔ u		Muniche	0			
1892	Taushiro	day (opposite of night rather than time measure)	itʃiʔkuɾo	itʃiʔkuɾo	i tʃ i ʔ k u ɾ o		Taushiro	0			
1997	Waorani	day (opposite of night rather than time measure)	itædẽ	itædẽ	i t æ d !ẽ/e		Waorani	0			
2179	Proto-Bora-Muinane	day (opposite of night rather than time measure)	kuuhe	kuuhe	k u u h e			0			
2180	Bora	day (opposite of night rather than time measure)	kʰóóhɨɨ́	kʰóóhɨɨ́	kʰ !ó/o !ó/o h ɨ !ɨ́/ɨ		Boran	0			
2181	Muinane	day (opposite of night rather than time measure)	kúuhe	kúuhe	k !ú/u u h e		Boran	0			
2586	AchuarShiwiar	day (opposite of night rather than time measure)	tsawái	tsawái	ts a w !ái/ɨi		Chicham	0			
2759	Andoa	day (opposite of night rather than time measure)	tadikí	tadikí	t a d i k !í/i		Zaparoan	0			
2916	Juri	day (opposite of night rather than time measure)	oà	oà	o !à/a	Martius: dies	Ticuna-Yuri	0			
2917	Juri	day (opposite of night rather than time measure)	oáh	oáh	o !á/a ʔ	Martius: dies	Ticuna-Yuri	0			
3214	Shiwilu	day (opposite of night rather than time measure)	uklli	uklli	u k ʎ i		Cahuapanan	0			
3394	Shuar	day (opposite of night rather than time measure)	tsawái	tsawái	ts a w !ái/ei		Chicham	0			
3605	Omurano	day (opposite of night rather than time measure)	báō	báō	b !á/a !ō/o	Tessmann: Tag	Omurano	0			
3681	Yameo	day (opposite of night rather than time measure)	pā́pa	pā́pa	p !ā́/a p a	Tessmann: Tag	Peba-Yagua	0			
3784	Urarina	day (opposite of night rather than time measure)	hiitʃuú	hiitʃuú	h i i tʃ u !ú/u		Urarina	0			
4052	Wampis	day (opposite of night rather than time measure)	tsawan	tsawan	ts a w a n		Chicham	0			
4152	Yagua	day (opposite of night rather than time measure)	narya	narya	n a rʲ a		Peba-Yagua	0			
4355	Yanesha	day (opposite of night rather than time measure)	jetʲ	jetʲ	j e tʲ		Arawakan	0			
31	Iquito	dirty	suúkwarana	suúkwarana	s !uú/uː kʷ a r a n a	dirty	Zaparoan	0			
412	Ocaina	dirty	ã́ã́m̥a	ã́ã́m̥a	!ã́ã́/aː m̥ a		Huitotoan	0			
413	Ocaina	dirty	aβóóʔxo	aβóóʔxo	a β !óó/oː ʔ x o		Huitotoan	0			
414	Ocaina	dirty	ɲááʔɯ̃	ɲááʔɯ̃	ɲ !áá/aː ʔ !ɯ̃/ɯ		Huitotoan	0			
589	Resigaro	dirty	tsoʔkóʔ	tsoʔkóʔ	td o ʔ k !ó/o ʔ		Arawakan	0			
801	WitotoMinica	dirty	ɯáɯrede	ɯáɯrede	ɯ !á/a ɯ !r/ɾ e d e		Huitotoan	0			
1008	WitotoMurui	dirty	hearede	hearede	h e a r e d e		Huitotoan	0			
1213	WitotoNipode	dirty	ɯáɯrede	ɯáɯrede	ɯ !á/a ɯ !r/ɾ e d e		Huitotoan	0			
1277	Aguaruna	dirty	tsuwat	tsuwat	ts ʊ w a t		Chicham	0			
1410	Arabela	dirty	kwɾiituuka	kwɾiituuka	k u ɾ iː t uː k a		Zaparoan	0			
1538	Candoshi-Shapra	dirty	tsaɾona	tsaɾona	ts a ɾ o n a		Candoshi-Shapra	0			
1649	Chayahuita	dirty	nɨʔwɨ	nɨʔwɨ	n ɨ ʔ w ɨ		Cahuapanan	0			
1776	Muniche	dirty	apɨpɨ	apɨpɨ	a p ɨ p ɨ		Muniche	0			
1998	Waorani	dirty	wẽtabõ	wẽtabõ	w !ẽ/e t a b !õ/o		Waorani	0			
2463	Proto-Bora-Muinane	dirty	hiinɨ-βa-	hiinɨ-βa-	h i i n ɨ + β a			0			
2464	Proto-Bora-Muinane	dirty	beeβa-	beeβa-	b e e β a			0			
2465	Bora	dirty	iiɲɯ́-βá-ne	iiɲɯ́-βá-ne	i i ɲ !ɯ́/ɯ + β !á/a + n e		Boran	0			
2466	Muinane	dirty	híínɨβano	híínɨβano	h !í/i !í/i n ɨ β a n o		Boran	0			
2467	Muinane	dirty	bééβano	bééβano	b !é/e !é/e β a n o		Boran	0			
2589	AchuarShiwiar	dirty	kúnta	kúnta	k !ú/u n t a	Because of order of the entries: pakuí,shungkát,yukáip,máatrau,máatramu	Chicham	0			
3217	Shiwilu	dirty	werchu’a’su’	werchu’a’su’	w ə ɾ tʃ u ʔ a ʔ s u ʔ		Cahuapanan	0			
3396	Shuar	dirty	wapik	wapik	w a p i k		Chicham	0			
3625	Omurano	dirty	aiðóamana	aiðóamana	a i ð !ó/o a m a n a	Tessmann: schmutzig (?)	Omurano	0			
3803	Urarina	dirty	baʰt̪aẽẽ́ti	baʰt̪aẽẽ́ti	b !aʰ/a̤ t a !ẽ/e !ẽ́/e t i		Urarina	0			
4060	Wampis	dirty	wapik	wapik	w a p i k		Chicham	0			
4433	Yanesha	dirty	sosej	sosej	s o s e j		Arawakan	0			
32	Iquito	dog	mɨyaaraa	mɨyaaraa	m ɨ j aː r aː	dog (plural)	Zaparoan	0			
249	Ocaina	dog	hõʔxo	hõʔxo	h !õ/o ʔ x o		Huitotoan	0			
485	Resigaro	dog	íiní	íiní	!íi/iː n !í/i		Arawakan	0			
665	WitotoMinica	dog	hɯ́ko	hɯ́ko	h !ɯ́/ɯ k o		Huitotoan	0			
883	WitotoMurui	dog	hɯko	hɯko	h ɯ k o		Huitotoan	0			
1087	WitotoNipode	dog	hɯ́ko	hɯ́ko	h !ɯ́/ɯ k o		Huitotoan	0			
1278	Aguaruna	dog	jawa	jawa	j a w a		Chicham	0			
1411	Arabela	dog	saɾe	saɾe	s a ɾ e		Zaparoan	0			
1539	Candoshi-Shapra	dog	tomooʂi	tomooʂi	t o m oː ʂ i		Candoshi-Shapra	0			
1650	Chayahuita	dog	niʔniɾa	niʔniɾa	n i ʔ n i ɾ a		Cahuapanan	0			
1777	Muniche	dog	hinu	hinu	h i n u		Muniche	0			
1894	Taushiro	dog	onanta	onanta	o n a n t a		Taushiro	0			
1999	Waorani	dog	gĩta	gĩta	g !ĩ/i t a		Waorani	0			
2191	Proto-Bora-Muinane	dog	ʔuuʔi	ʔuuʔi	ʔ u u ʔ i			0			
2192	Bora	dog	ooʔíí-pʲe	ooʔíí-pʲe	o o ʔ !í/i !í/i + pʲ e		Boran	0			
2193	Muinane	dog	-ʔui	-ʔui	ʔ u i		Boran	0			
2590	AchuarShiwiar	dog	yãwá̃ã	yãwá̃ã	j !ã/a w !á̃ã/aː		Chicham	0			
