Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
AchuarShiwiar	Shuar	rope	tʃ a p i k	tʃ a p i k	1599	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Aguaruna	rotten (especially log)	k au r u	k oʊ h ʊ	1619	0.48	0.75	0.625	0.5333333333333333	0.5970833333333333	yes
AchuarShiwiar	Wampis	rotten (especially log)	k au r u	k a u r u	1619	0.56	0.4	0.4	0.38888888888888884	0.43722222222222223	yes
AchuarShiwiar	Shuar	salt	w ɨː	w ɨ ɨ	1635	0.56	0.6666666666666666	0.5	0.5	0.5566666666666666	yes
AchuarShiwiar	Wampis	salt	w ɨː	w eː	1635	0.36	0.5	0.25	0.2222222222222222	0.33305555555555555	yes
AchuarShiwiar	Wampis	sand	j a j a k i m	j a i k i m	1647	0.64	0.2857142857142857	0.2857142857142857	0.20833333333333331	0.35494047619047614	yes
AchuarShiwiar	WitotoMinica	say	t i t i n	d a ɯ d e	1667	0.6799999999999999	1.0	0.9	0.7777777777777778	0.8394444444444444	no
AchuarShiwiar	WitotoMurui	say	t i t i n	r ai t e	1667	0.6799999999999999	0.8	0.7	0.611111111111111	0.6977777777777777	no
AchuarShiwiar	WitotoNipode	say	t i t i n	d a ɯ d e	1667	0.6799999999999999	1.0	0.9	0.7777777777777778	0.8394444444444444	no
AchuarShiwiar	Chayahuita	say	t i t i n	i t ɨ ɾ i n	1667	0.6799999999999999	0.5	0.4166666666666667	0.2857142857142857	0.47059523809523807	no
AchuarShiwiar	Wampis	seed	h i ŋ kʲ a h i	h i n k a i	1725	0.6	0.42857142857142855	0.5	0.4166666666666667	0.4863095238095238	yes
AchuarShiwiar	Aguaruna	short	s u t a r a tʃ	s ʊ t a ŋ	1757	0.6	0.5714285714285714	0.5	0.4583333333333333	0.5324404761904762	yes
AchuarShiwiar	Shuar	short	s u t a r a tʃ	s u t a ɾ a tʃ i	1757	0.64	0.25	0.25	0.25925925925925924	0.34981481481481486	yes
AchuarShiwiar	Wampis	short	s u t a r a tʃ	s u t a r	1757	0.6	0.2857142857142857	0.2857142857142857	0.25	0.3553571428571428	yes
AchuarShiwiar	Shuar	to sing	n a m p ɨ s t i n	n a m p ɨ s	2646	0.64	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.41	yes
AchuarShiwiar	Shuar	skin (person's)	n u w a p	n u a p ɨ	1796	0.6	0.4	0.3	0.2222222222222222	0.38055555555555554	yes
AchuarShiwiar	Wampis	skin (person's)	n u w a p	n u a p	1796	0.6	0.2	0.3	0.27777777777777773	0.34444444444444444	yes
AchuarShiwiar	Aguaruna	sky	n a j ɨi m	n a j ɛi m	1805	0.48	0.2	0.2	0.16666666666666666	0.26166666666666666	yes
AchuarShiwiar	Shuar	sky	n a j ɨi m	n a j ei m p i	1805	0.64	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.47845238095238096	yes
AchuarShiwiar	Wampis	sky	n a j ɨi m	n a j a i m	1805	0.64	0.3333333333333333	0.3333333333333333	0.33333333333333337	0.41000000000000003	yes
AchuarShiwiar	Zaparo	sky	n a j ɨi m	n i j a	1805	0.72	0.6	0.5	0.4444444444444444	0.566111111111111	no
AchuarShiwiar	Aguaruna	sleep	k a n u r t i n	k a n ʊ t	1825	0.64	0.5	0.5	0.48148148148148145	0.5303703703703704	yes
AchuarShiwiar	Shuar	sleep	k a n u r t i n	k a n a + ɾ	1825	0.6799999999999999	0.625	0.5625	0.5185185185185186	0.5965046296296297	yes
AchuarShiwiar	Wampis	sleep	k a n u r t i n	k a n u t	1825	0.64	0.375	0.4375	0.4074074074074074	0.4649768518518519	yes
AchuarShiwiar	Yanesha	sleep	k a n u r t i n	mʷ e ɲ e ts	1825	0.72	1.0	0.9375	0.8518518518518519	0.877337962962963	no
AchuarShiwiar	Wampis	to smell (perceive odor)	n ɨ k a p r a t i n	n e k a p e t	2660	0.6	0.5	0.5	0.5151515151515151	0.5287878787878788	yes
AchuarShiwiar	Shuar	smoke (of fire)	m u k u n i t	m u k u i n t i u	1864	0.64	0.3333333333333333	0.2777777777777778	0.26666666666666666	0.3794444444444445	yes
AchuarShiwiar	Wampis	smoke (of fire)	m u k u n i t	m u k u i n	1864	0.64	0.2857142857142857	0.21428571428571427	0.20833333333333331	0.3370833333333333	yes
AchuarShiwiar	Shuar	smooth	p i n u	p i n i u k m a	1879	0.6	0.5	0.5625	0.5185185185185185	0.5452546296296297	yes
AchuarShiwiar	Shuar	snake	n a p i	n a p i	1898	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	snake	n a p i	n a p i	1898	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Aguaruna	to spit	u s u k m i t i n	ʊ s ʊ k i t	2675	0.6	0.5555555555555556	0.6111111111111112	0.5333333333333333	0.575	yes
AchuarShiwiar	Shuar	to spit	u s u k m i t i n	u s u k + i a	2675	0.64	0.4444444444444444	0.3888888888888889	0.33333333333333337	0.45166666666666666	yes
AchuarShiwiar	Wampis	to spit	u s u k m i t i n	u s u i k m a t	2675	0.6	0.4444444444444444	0.4444444444444444	0.3666666666666666	0.4638888888888888	yes
AchuarShiwiar	Shuar	to squeeze	i h u r t i n	i h i u ɾ + a	2698	0.64	0.7142857142857143	0.5714285714285714	0.49999999999999994	0.6064285714285714	yes
AchuarShiwiar	Aguaruna	star	j aː	j a j a	1931	0.6	0.75	0.625	0.5333333333333333	0.6270833333333333	yes
AchuarShiwiar	Shuar	star	j aː	j aː	1931	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	star	j aː	j aː	1931	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
AchuarShiwiar	Shuar	stick (of wood)	n u m i	n u m i	1954	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Wampis	stick (of wood)	n u m i	n u m i	1954	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Aguaruna	stone	k a j a	k a j a	1970	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Shuar	stone	k a j a	k a j a	1970	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	stone	k a j a	k a j a	1970	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Aguaruna	straight	t u p i n	t ʊ t ʊ p i t	1990	0.6	0.5714285714285714	0.5	0.45833333333333337	0.5324404761904762	yes
AchuarShiwiar	Wampis	straight	t u p i n	t u t u p i n	1990	0.6	0.2857142857142857	0.2857142857142857	0.25	0.3553571428571428	yes
AchuarShiwiar	WitotoNipode	to suck	m u k u n a t i n	m o n i d e	2728	0.6799999999999999	0.7777777777777778	0.6666666666666666	0.6666666666666667	0.6977777777777778	no
AchuarShiwiar	WitotoNipode	to suck	m u k u n a t i n	m u g u d e	2728	0.6799999999999999	0.6666666666666666	0.6111111111111112	0.5666666666666667	0.6311111111111112	no
AchuarShiwiar	Aguaruna	to suck	m u k u n a t i n	b ʊ k ʊ n a t	2728	0.6	0.5555555555555556	0.5555555555555556	0.5333333333333334	0.5611111111111111	yes
AchuarShiwiar	Wampis	to suck	m u k u n a t i n	m u k u n a t	2728	0.6	0.2222222222222222	0.2222222222222222	0.2333333333333333	0.3194444444444444	yes
AchuarShiwiar	Aguaruna	sun	ts aː	ɨ ts a	2006	0.64	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6183333333333333	yes
AchuarShiwiar	Coeruna	sun	ts aː	a o k e	2006	0.72	1.0	0.875	0.7333333333333333	0.8320833333333333	no
AchuarShiwiar	Wampis	sun	ts aː	e ts a	2006	0.64	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6183333333333333	yes
AchuarShiwiar	Aguaruna	to swim	j u k ua k t i n	j ʊ k ʊ m a t	2758	0.64	0.75	0.625	0.5555555555555556	0.642638888888889	yes
AchuarShiwiar	Shuar	to swim	j u k ua k t i n	j u k u a + k	2758	0.6799999999999999	0.625	0.5625	0.4444444444444444	0.5779861111111111	yes
AchuarShiwiar	Wampis	to swim	j u k ua k t i n	j u k u m a t	2758	0.64	0.625	0.5	0.4444444444444444	0.5523611111111111	yes
AchuarShiwiar	Aguaruna	tail	h u k ɨ	ʊ h ʊ k ɨ	2031	0.64	0.4	0.5	0.38888888888888884	0.4822222222222222	yes
AchuarShiwiar	Shuar	tail	h u k ɨ	u h u k ɨ	2031	0.64	0.2	0.3	0.2222222222222222	0.3405555555555556	yes
AchuarShiwiar	Wampis	tail	h u k ɨ	u h u k e	2031	0.64	0.4	0.4	0.3333333333333333	0.4433333333333333	yes
AchuarShiwiar	Iquito	that	n u	iː n a	2048	0.72	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6383333333333333	no
AchuarShiwiar	Aguaruna	that	n u	a n ʊ	2048	0.6	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6083333333333333	yes
AchuarShiwiar	Candoshi-Shapra	that	n u	i n i	2048	0.6799999999999999	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6283333333333333	no
AchuarShiwiar	Taushiro	that	n u	n i	2048	0.52	0.5	0.25	0.2222222222222222	0.3730555555555556	no
AchuarShiwiar	Shuar	that	n u	n u	2048	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
AchuarShiwiar	Urarina	that	n u	n i i	2048	0.6799999999999999	0.6666666666666666	0.5	0.5	0.5866666666666667	no
AchuarShiwiar	Wampis	that	n u	a u	2048	0.6	0.5	0.5	0.3333333333333333	0.48333333333333334	yes
AchuarShiwiar	Aguaruna	there	a n i	a n ʊ i	2062	0.6	0.25	0.375	0.3333333333333333	0.38958333333333334	yes
AchuarShiwiar	Shuar	there	a n i	n u i	2062	0.6	0.6666666666666666	0.5	0.3333333333333333	0.525	yes
AchuarShiwiar	Wampis	there	a n i	n u i	2062	0.6	0.6666666666666666	0.5	0.3333333333333333	0.525	yes
AchuarShiwiar	Iquito	they	n i	n a	2077	0.6	0.5	0.25	0.2222222222222222	0.3930555555555556	no
AchuarShiwiar	Arabela	they	n i	n a	2077	0.6	0.5	0.25	0.2222222222222222	0.3930555555555556	no
AchuarShiwiar	Shuar	they	n i	n iː	2077	0.48	0.5	0.25	0.2222222222222222	0.3630555555555556	yes
AchuarShiwiar	Wampis	they	n i	n i t a	2077	0.6799999999999999	0.5	0.5	0.4666666666666666	0.5366666666666666	yes
AchuarShiwiar	Yanesha	they	n i	ɲ e t	2077	0.76	1.0	0.8333333333333334	0.6666666666666666	0.815	no
AchuarShiwiar	Shuar	they	au	au	2085	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Aguaruna	thick	n u p a r a m	k a m p ʊ h a m	2096	0.64	0.625	0.625	0.5185185185185185	0.6021296296296297	yes
AchuarShiwiar	Shuar	thick	n u p a r a m	k a m p u ɾ a m	2096	0.64	0.625	0.625	0.48148148148148145	0.5928703703703704	yes
AchuarShiwiar	Wampis	thick	n u p a r a m	w a n k a r a m	2096	0.64	0.5	0.4375	0.4074074074074074	0.4962268518518519	yes
AchuarShiwiar	Wampis	thick	n u p a r a m	k a m p u r a m	2096	0.64	0.5	0.5	0.3703703703703704	0.5025925925925926	yes
AchuarShiwiar	Aguaruna	to think	n i n t i m r a t i n	a n ɨ n t ɛi m a t	2774	0.64	0.5454545454545454	0.5909090909090909	0.5277777777777778	0.5760353535353535	yes
AchuarShiwiar	Shuar	to think	n i n t i m r a t i n	ɨ n ɨ n t ei m + s a	2774	0.6799999999999999	0.7272727272727273	0.6818181818181818	0.6111111111111112	0.675050505050505	yes
AchuarShiwiar	Wampis	to think	n i n t i m r a t i n	a n e n t a i m a t	2774	0.64	0.5454545454545454	0.5909090909090909	0.5277777777777778	0.5760353535353535	yes
AchuarShiwiar	Resigaro	this	h u	g i ʔ i	2130	0.72	1.0	0.875	0.7333333333333333	0.8320833333333333	no
AchuarShiwiar	Resigaro	this	h u	h i	2130	0.52	0.5	0.25	0.2222222222222222	0.3730555555555556	no
AchuarShiwiar	Proto-Bora-Muinane	this	h u	h i	2130	0.52	0.5	0.25	0.2222222222222222	0.3730555555555556	no
AchuarShiwiar	Shuar	this	h u	h u	2130	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	this	h u	h u	2130	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Aguaruna	thou	a m ɨ	a m ɨ	2143	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Chayahuita	thou	a m ɨ	k ɨ m a	2143	0.6799999999999999	0.75	0.625	0.4666666666666667	0.6304166666666666	no
AchuarShiwiar	Shiwilu	thou	a m ɨ	kˀ ə n m a	2143	0.6799999999999999	0.8	0.7	0.611111111111111	0.6977777777777777	no
AchuarShiwiar	Shuar	thou	a m ɨ	a m ɨ	2143	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	thou	a m ɨ	a m e	2143	0.43999999999999995	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.2766666666666666	yes
AchuarShiwiar	Aguaruna	three	k a m p a t a m	k a m p a t ʊ m	2156	0.43999999999999995	0.125	0.125	0.07407407407407407	0.1910185185185185	yes
AchuarShiwiar	Wampis	three	k a m p a t a m	k a m p a t u m	2156	0.43999999999999995	0.125	0.125	0.07407407407407407	0.1910185185185185	yes
AchuarShiwiar	Aguaruna	to tie	h i ŋ kʲ a t i n	h i ŋ k a t	2807	0.64	0.375	0.375	0.37037037037037035	0.4400925925925926	yes
AchuarShiwiar	Shuar	to tie	h i ŋ kʲ a t i n	h i ŋ k i a	2807	0.64	0.5	0.4375	0.40740740740740744	0.4962268518518519	yes
AchuarShiwiar	Wampis	to tie	h i ŋ kʲ a t i n	h i n k a t	2807	0.64	0.5	0.5	0.48148148148148145	0.5303703703703704	yes
AchuarShiwiar	Aguaruna	tongue	i n a i	i d ɛi	2873	0.64	0.75	0.625	0.5333333333333333	0.6370833333333333	yes
AchuarShiwiar	Shuar	tongue	i n a i	i n i ei	2873	0.48	0.5	0.25	0.2	0.3575	yes
AchuarShiwiar	Wampis	tongue	i n a i	i n a i	2873	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Yagua	tongue	i n a i	d a tʃ i	2873	0.72	0.75	0.625	0.4666666666666666	0.6404166666666666	no
AchuarShiwiar	Resigaro	tooth (front rather than molar)	n ɨi	o n e	2891	0.6799999999999999	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6283333333333333	no
AchuarShiwiar	Aguaruna	tooth (front rather than molar)	n ɨi	d ɛi	2891	0.52	1.0	0.75	0.5555555555555555	0.7063888888888888	yes
AchuarShiwiar	Shuar	tooth (front rather than molar)	n ɨi	n ei	2891	0.43999999999999995	0.5	0.25	0.2222222222222222	0.35305555555555557	yes
AchuarShiwiar	Chibito	tooth (front rather than molar)	n ɨi	dz u i	2891	0.76	1.0	0.8333333333333334	0.6666666666666666	0.815	no
AchuarShiwiar	Wampis	tooth (front rather than molar)	n ɨi	n a i	2891	0.6	0.6666666666666666	0.5	0.5	0.5666666666666667	yes
AchuarShiwiar	Aguaruna	tree	n u m i	n ʊ m i	2912	0.48	0.25	0.25	0.2	0.295	yes
AchuarShiwiar	Shuar	tree	n u m i	n u m i	2912	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Wampis	tree	n u m i	n u m i	2912	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Wampis	to turn (change one's direction)	j a n t r a t i n	a j a n t a t	2825	0.64	0.4444444444444444	0.5	0.4333333333333333	0.5044444444444444	yes
AchuarShiwiar	Aguaruna	two	h i mʲ a r	h i m a ŋ	2929	0.48	0.4	0.3	0.27777777777777773	0.3644444444444444	yes
AchuarShiwiar	Shuar	two	h i mʲ a r	h i m i a ɾ	2929	0.52	0.5	0.4166666666666667	0.38095238095238093	0.4544047619047619	yes
AchuarShiwiar	Wampis	two	h i mʲ a r	h i m a r	2929	0.4	0.2	0.2	0.16666666666666666	0.24166666666666667	yes
AchuarShiwiar	Aguaruna	to vomit	i m i u k t i n	i m ʊ t	2830	0.64	0.625	0.625	0.5925925925925926	0.6206481481481482	yes
AchuarShiwiar	Chayahuita	to vomit	i m i u k t i n	i m o ɾ i n	2830	0.72	0.5	0.5	0.4074074074074074	0.5318518518518518	no
AchuarShiwiar	Wampis	to vomit	i m i u k t i n	m u i t	2830	0.64	0.625	0.625	0.5925925925925924	0.6206481481481482	yes
AchuarShiwiar	Shuar	to walk	w ɨ k aː s a t i n	w ɨ k a + s a	2845	0.64	0.5555555555555556	0.5	0.4333333333333333	0.5322222222222222	yes
AchuarShiwiar	Wampis	to walk	w ɨ k aː s a t i n	w e k a t	2845	0.6	0.5555555555555556	0.6111111111111112	0.6	0.5916666666666667	yes
AchuarShiwiar	Shuar	to wash	n i h a r t i n	n i h i a + ɾ	2856	0.64	0.625	0.5	0.4444444444444444	0.5523611111111111	yes
AchuarShiwiar	Wampis	to wash	n i h a r t i n	n i h a t	2856	0.6	0.375	0.4375	0.4074074074074074	0.4549768518518519	yes
AchuarShiwiar	Aguaruna	water	j u m i	j ʊ m i	2958	0.4	0.25	0.25	0.2	0.275	yes
AchuarShiwiar	Wampis	we	iː	iː	2982	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
AchuarShiwiar	Aguaruna	wet	tʃ u p i t	tʃ ʊ p i h ʊ	2998	0.6	0.5	0.4166666666666667	0.4285714285714285	0.48630952380952386	yes
AchuarShiwiar	Aguaruna	what?	w a r i	w a h i	3016	0.48	0.25	0.25	0.2	0.295	yes
AchuarShiwiar	Shuar	what?	w a r i	w a ɾ i	3016	0.31999999999999995	0.25	0.25	0.2	0.255	yes
AchuarShiwiar	Wampis	what?	w a r i	w a r i	3016	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Aguaruna	when?	w a r u t i k	w a h ʊ t i	3033	0.64	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.47845238095238096	yes
AchuarShiwiar	Shuar	when?	w a r u t i k	u ɾ u t ei	3033	0.64	0.7142857142857143	0.6428571428571429	0.625	0.6555357142857143	yes
AchuarShiwiar	Wampis	when?	w a r u t i k	u r u t m a	3033	0.64	0.5714285714285714	0.5	0.5	0.5528571428571428	yes
AchuarShiwiar	WitotoMinica	where?	t u n i	n ɯ n o	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	WitotoMinica	where?	t u n i	n ɯ n e	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	WitotoMurui	where?	t u n i	n ɯ n o	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	WitotoMurui	where?	t u n i	n ɯ n e	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	WitotoNipode	where?	t u n i	n ɯ n o	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	WitotoNipode	where?	t u n i	n ɯ n e	3046	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
AchuarShiwiar	Ticuna	white	p u h u	p u ʔ u	3059	0.56	0.25	0.25	0.2	0.315	no
AchuarShiwiar	Aguaruna	white	p u h u	p ʊ h ʊ	3059	0.43999999999999995	0.5	0.375	0.3333333333333333	0.4120833333333333	yes
AchuarShiwiar	Shuar	white	p u h u	p u h u	3059	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Wampis	white	p u h u	p u h u	3059	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Aguaruna	who?	j a	j a	3085	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Shuar	who?	j a	j a	3085	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
AchuarShiwiar	Wampis	who?	j a	j a	3085	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
AchuarShiwiar	Aguaruna	wide	w a ŋ k a r a m	w a ŋ k a h a m	3102	0.48	0.125	0.125	0.1111111111111111	0.21027777777777779	yes
AchuarShiwiar	Shuar	wide	w a ŋ k a r a m	w a ŋ k aː ɾ a m	3102	0.4	0.25	0.25	0.18518518518518517	0.2712962962962963	yes
AchuarShiwiar	Wampis	wide	w a ŋ k a r a m	w a n k a r a m	3102	0.43999999999999995	0.125	0.125	0.1111111111111111	0.20027777777777778	yes
AchuarShiwiar	Omurano	wife	n u w a r i	ɲ i w a n a	3120	0.64	0.6666666666666666	0.5833333333333334	0.5238095238095237	0.603452380952381	no
AchuarShiwiar	Wampis	wife	n u w a r i	n u w e	3120	0.64	0.5	0.4166666666666667	0.4285714285714285	0.49630952380952387	yes
AchuarShiwiar	Aguaruna	wind	n a s ɨ	d a s ɨ	3133	0.48	0.25	0.25	0.2	0.295	yes
AchuarShiwiar	Shuar	wind	n a s ɨ	n a s ɨ	3133	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	wind	n a s ɨ	n a s e	3133	0.43999999999999995	0.25	0.125	0.13333333333333333	0.2370833333333333	yes
AchuarShiwiar	Aguaruna	wing	n a n a p	n a n a p ɨ	3152	0.6	0.16666666666666666	0.16666666666666666	0.19047619047619047	0.28095238095238095	yes
AchuarShiwiar	Shuar	wing	n a n a p	n a n a p ɨ	3152	0.6	0.16666666666666666	0.16666666666666666	0.19047619047619047	0.28095238095238095	yes
AchuarShiwiar	Wampis	wing	n a n a p	n a n a p	3152	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Ocaina	with (accompanying)	h a i	h ɯ	3169	0.6799999999999999	0.6666666666666666	0.5	0.5	0.5866666666666667	no
AchuarShiwiar	Ocaina	with (accompanying)	h a i	ʔ	3169	0.6799999999999999	1.0	0.8333333333333334	0.7499999999999999	0.8158333333333333	no
AchuarShiwiar	Shuar	with (accompanying)	h a i	h a i	3169	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	with (accompanying)	h a i	h a i	3169	0.28	0.0	0.0	0.0	0.07	yes
AchuarShiwiar	Aguaruna	woman	n u w a	n ʊ w a	3180	0.4	0.25	0.25	0.2	0.275	yes
AchuarShiwiar	Shuar	woman	n u w a	n u a	3180	0.6	0.25	0.375	0.3333333333333333	0.38958333333333334	yes
AchuarShiwiar	Wampis	woman	n u w a	n u w a	3180	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	woods	i kʲ a m	i k a m	3202	0.4	0.25	0.25	0.2	0.275	yes
AchuarShiwiar	Ocaina	worm	a k a	ɯɯ k o	3216	0.52	0.6666666666666666	0.5	0.41666666666666663	0.5258333333333333	no
AchuarShiwiar	Ocaina	worm	a k a	h ɯ dz aː k o	3216	0.6799999999999999	0.8333333333333334	0.75	0.7142857142857142	0.7444047619047618	no
AchuarShiwiar	Shuar	worm	a k a	a k a	3216	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Wampis	worm	a k a	a k a	3216	0.24	0.0	0.0	0.0	0.06	yes
AchuarShiwiar	Shuar	ye	a t u m	a t u m	3227	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
AchuarShiwiar	Wampis	ye	a t u m	a t u m	3227	0.24	0.0	0.0	0.0	0.06	yes
Andoa	Arabela	black	m i r o ʃ i h a	m u ɨ ɾ uː k a	233	0.6	0.75	0.75	0.6666666666666666	0.6916666666666667	yes
Andoa	Arabela	ear	n o m a k o	n u m o k o	453	0.43999999999999995	0.3333333333333333	0.3333333333333333	0.23809523809523808	0.33619047619047615	yes
Andoa	Iquito	eye	n a m i h j a	n a m i h a	519	0.64	0.14285714285714285	0.21428571428571427	0.20833333333333331	0.30136904761904765	yes
Andoa	Arabela	eye	n a m i h j a	n a m i h i a	519	0.6	0.14285714285714285	0.14285714285714285	0.125	0.2526785714285714	yes
Andoa	Zaparo	eye	n a m i h j a	n a m i hʲ a	519	0.6	0.2857142857142857	0.2857142857142857	0.2916666666666667	0.3657738095238095	yes
Andoa	Iquito	father	kʷ a k i	a k ɨ	574	0.64	0.5	0.5	0.4666666666666666	0.5266666666666667	yes
Andoa	Iquito	feather (larger feathers rather than down)	k a h a s o	k a h a s i	593	0.48	0.16666666666666666	0.08333333333333333	0.09523809523809523	0.2063095238095238	yes
Andoa	Arabela	feather (larger feathers rather than down)	k a h a s o	k a h a s u	593	0.43999999999999995	0.16666666666666666	0.08333333333333333	0.09523809523809523	0.1963095238095238	yes
Andoa	Yagua	feather (larger feathers rather than down)	k a h a s o	s a s i	593	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5238095238095238	0.613452380952381	no
Andoa	Zaparo	feather (larger feathers rather than down)	k a h a s o	k a h aː kʷ a	593	0.48	0.5	0.4166666666666667	0.2857142857142857	0.42059523809523813	yes
Andoa	Arabela	fire	o m a n i	m a n i	637	0.6	0.2	0.3	0.27777777777777773	0.34444444444444444	yes
Andoa	Proto-Bora-Muinane	hand	a w a ʃ i	ʔ u t ts e	868	0.6799999999999999	1.0	0.9	0.7777777777777778	0.8394444444444444	no
Andoa	Bora	hand	a w a ʃ i	ʔ o h tsʰ ɨ ɨ	868	0.6799999999999999	1.0	0.9166666666666666	0.8095238095238095	0.851547619047619	no
Andoa	Muinane	hand	a w a ʃ i	u s e	868	0.6799999999999999	1.0	0.9	0.7777777777777778	0.8394444444444444	no
Andoa	Iquito	head	a n a k a	a n a k a	902	0.28	0.0	0.0	0.0	0.07	yes
Andoa	Arabela	head	a n a k a	n a k a	902	0.6	0.2	0.3	0.2222222222222222	0.3305555555555556	yes
Andoa	Zaparo	head	a n a k a	a n a k a	902	0.24	0.0	0.0	0.0	0.06	yes
Andoa	Iquito	I	k i h a	k i	2	0.64	0.5	0.5	0.4666666666666666	0.5266666666666667	yes
Andoa	Ocaina	I	k i h a	x o	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Andoa	Ocaina	I	k i h a	x o ɯ	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Andoa	WitotoMinica	I	k i h a	k u e	2	0.6799999999999999	0.75	0.625	0.5333333333333333	0.6470833333333332	no
Andoa	WitotoMurui	I	k i h a	k u e	2	0.6799999999999999	0.75	0.625	0.5333333333333333	0.6470833333333332	no
Andoa	WitotoNipode	I	k i h a	k u e	2	0.6799999999999999	0.75	0.625	0.5333333333333333	0.6470833333333332	no
Andoa	Arabela	I	k i h a	k ua	2	0.6	0.75	0.625	0.5999999999999999	0.64375	yes
Andoa	Chayahuita	I	k i h a	k a	2	0.6799999999999999	0.5	0.625	0.5333333333333333	0.5845833333333333	no
Andoa	MiranhaCarapana-Tapuya	I	k i h a	k u i	2	0.72	0.75	0.5	0.4666666666666666	0.6091666666666666	no
Andoa	Shiwilu	I	k i h a	kʷ a	2	0.72	0.75	0.75	0.6666666666666666	0.7216666666666666	no
Andoa	Urarina	I	k i h a	k a n ɨ	2	0.56	0.75	0.625	0.4666666666666666	0.6004166666666667	no
Andoa	Zaparo	I	k i h a	kʷ i hʲ a	2	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
Andoa	Iquito	leaf	n aː m e	iː m ɨ	1054	0.64	0.75	0.625	0.6	0.65375	yes
Andoa	Iquito	leaf	n aː m e	n aː m ɨ	1054	0.48	0.25	0.125	0.13333333333333333	0.24708333333333332	yes
Andoa	Zaparo	leaf	n aː m e	u ɨ m ɨ	1054	0.6	0.75	0.625	0.5333333333333333	0.6270833333333333	yes
Andoa	Iquito	louse	s o kʷ a n a h a	s i kʷ a n a h a	1149	0.48	0.125	0.125	0.1111111111111111	0.21027777777777779	yes
Andoa	Arabela	louse	s o kʷ a n a h a	s u k ua n a h a	1149	0.43999999999999995	0.375	0.375	0.2962962962962963	0.37157407407407406	yes
